district,block_name,source_url,source_path,source_sha256,directory_reported_blocks,enumerated_blocks_on_page,historical_boundary_status,election_source_coverage
Aligarh,Lodha,https://igod.gov.in/index.php/district/-jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/7f570064b9c41e01e18a_3d4c82c263b6.html,3d4c82c263b61a3cede5e3498715e77efec44a3bd34c6791058e1c519c2a30b3,12,12,not_reconciled,not_established
Aligarh,Tappal,https://igod.gov.in/index.php/district/-jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/7f570064b9c41e01e18a_3d4c82c263b6.html,3d4c82c263b61a3cede5e3498715e77efec44a3bd34c6791058e1c519c2a30b3,12,12,not_reconciled,not_established
Hathras,Hasayan,https://igod.gov.in/index.php/district/2Dg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/e5782d46f80b9c8672e1_30e4a3cfddd4.html,30e4a3cfddd433ca8ec4b0dd9ee655be15503e98a8ff6345acfc1f410bc79d58,7,7,not_reconciled,not_established
Hathras,Hathras,https://igod.gov.in/index.php/district/2Dg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/e5782d46f80b9c8672e1_30e4a3cfddd4.html,30e4a3cfddd433ca8ec4b0dd9ee655be15503e98a8ff6345acfc1f410bc79d58,7,7,not_reconciled,not_established
Hathras,Mursan,https://igod.gov.in/index.php/district/2Dg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/e5782d46f80b9c8672e1_30e4a3cfddd4.html,30e4a3cfddd433ca8ec4b0dd9ee655be15503e98a8ff6345acfc1f410bc79d58,7,7,not_reconciled,not_established
Hathras,Sadabad,https://igod.gov.in/index.php/district/2Dg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/e5782d46f80b9c8672e1_30e4a3cfddd4.html,30e4a3cfddd433ca8ec4b0dd9ee655be15503e98a8ff6345acfc1f410bc79d58,7,7,not_reconciled,not_established
Hathras,Sasni,https://igod.gov.in/index.php/district/2Dg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/e5782d46f80b9c8672e1_30e4a3cfddd4.html,30e4a3cfddd433ca8ec4b0dd9ee655be15503e98a8ff6345acfc1f410bc79d58,7,7,not_reconciled,not_established
Hathras,Sehpau,https://igod.gov.in/index.php/district/2Dg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/e5782d46f80b9c8672e1_30e4a3cfddd4.html,30e4a3cfddd433ca8ec4b0dd9ee655be15503e98a8ff6345acfc1f410bc79d58,7,7,not_reconciled,not_established
Hathras,Sikandrarao,https://igod.gov.in/index.php/district/2Dg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/e5782d46f80b9c8672e1_30e4a3cfddd4.html,30e4a3cfddd433ca8ec4b0dd9ee655be15503e98a8ff6345acfc1f410bc79d58,7,7,not_reconciled,not_established
Jaunpur,Badla Pur,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Baksha,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Barasathi,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Dharma Pur,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Dobhi,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Jalal Pur,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Karanja Kala,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Kerakat,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Khuthan,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Machchali Shahar,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Maharaj Ganj,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Mariyahu,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Mufti Ganj,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Mungra Badshah Pur,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Ram Nagar,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Ram Pur,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Shah Ganj,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Sikrara,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Sirkoni,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Suitha Kala,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jaunpur,Sujan Ganj,https://igod.gov.in/index.php/district/2jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/a0600e98704c15ccc5dd_a21112bffb75.html,a21112bffb756d703cb1cacc66b5226ef699bd546651cb05265eaf1d4c516f75,21,21,not_reconciled,not_established
Jhansi,Babina,https://igod.gov.in/index.php/district/4jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/347ce054a615039a1ef4_774bcf1bf009.html,774bcf1bf0091a3f9f4802d842a8e8b4e16e204a200d9914e99ab38accc92ee7,8,8,not_reconciled,not_established
Jhansi,Badagaon,https://igod.gov.in/index.php/district/4jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/347ce054a615039a1ef4_774bcf1bf009.html,774bcf1bf0091a3f9f4802d842a8e8b4e16e204a200d9914e99ab38accc92ee7,8,8,not_reconciled,not_established
Jhansi,Bamaur,https://igod.gov.in/index.php/district/4jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/347ce054a615039a1ef4_774bcf1bf009.html,774bcf1bf0091a3f9f4802d842a8e8b4e16e204a200d9914e99ab38accc92ee7,8,8,not_reconciled,not_established
Jhansi,Bangra,https://igod.gov.in/index.php/district/4jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/347ce054a615039a1ef4_774bcf1bf009.html,774bcf1bf0091a3f9f4802d842a8e8b4e16e204a200d9914e99ab38accc92ee7,8,8,not_reconciled,not_established
Jhansi,Chirgaon,https://igod.gov.in/index.php/district/4jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/347ce054a615039a1ef4_774bcf1bf009.html,774bcf1bf0091a3f9f4802d842a8e8b4e16e204a200d9914e99ab38accc92ee7,8,8,not_reconciled,not_established
Jhansi,Gursarai,https://igod.gov.in/index.php/district/4jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/347ce054a615039a1ef4_774bcf1bf009.html,774bcf1bf0091a3f9f4802d842a8e8b4e16e204a200d9914e99ab38accc92ee7,8,8,not_reconciled,not_established
Jhansi,Mauranipur,https://igod.gov.in/index.php/district/4jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/347ce054a615039a1ef4_774bcf1bf009.html,774bcf1bf0091a3f9f4802d842a8e8b4e16e204a200d9914e99ab38accc92ee7,8,8,not_reconciled,not_established
Jhansi,Moth,https://igod.gov.in/index.php/district/4jg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/347ce054a615039a1ef4_774bcf1bf009.html,774bcf1bf0091a3f9f4802d842a8e8b4e16e204a200d9914e99ab38accc92ee7,8,8,not_reconciled,not_established
Rae Bareli,Amawan,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Rae Bareli,Bachharawan,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Rae Bareli,Chhatoh,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Rae Bareli,Dalmau,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Rae Bareli,Deenshah Gaura,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Rae Bareli,Dih,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Rae Bareli,Harchandpur,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Rae Bareli,Jagatpur,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Rae Bareli,Khiron,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Rae Bareli,Lalganj,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Rae Bareli,Mahrajganj,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Rae Bareli,Rahi,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Rae Bareli,Rohania,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Rae Bareli,Salon,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Rae Bareli,Sareni,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Rae Bareli,Sataon,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Rae Bareli,Shivgarh,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Rae Bareli,Unchahar,https://igod.gov.in/index.php/district/4zg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/bf3a78aa53eef7ddfdf5_8db389f9db53.html,8db389f9db5391ec138ce98e3ee3f249103bcdcdf89c4257772619e45b936811,18,18,not_reconciled,not_established
Sambhal,Asmauli,https://igod.gov.in/index.php/district/5Dg3tXQBW7DqAzx4Vrut/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/855a419674be1c3d2df9_fa9d93c6b48f.html,fa9d93c6b48f1d94414d90e4c04d733a4db927e8665cab84e880a46e6a6d07f4,8,8,not_reconciled,not_established
Sambhal,Bahjoi,https://igod.gov.in/index.php/district/5Dg3tXQBW7DqAzx4Vrut/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/855a419674be1c3d2df9_fa9d93c6b48f.html,fa9d93c6b48f1d94414d90e4c04d733a4db927e8665cab84e880a46e6a6d07f4,8,8,not_reconciled,not_established
Sambhal,Baniyakhera,https://igod.gov.in/index.php/district/5Dg3tXQBW7DqAzx4Vrut/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/855a419674be1c3d2df9_fa9d93c6b48f.html,fa9d93c6b48f1d94414d90e4c04d733a4db927e8665cab84e880a46e6a6d07f4,8,8,not_reconciled,not_established
Sambhal,Gunnaur,https://igod.gov.in/index.php/district/5Dg3tXQBW7DqAzx4Vrut/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/855a419674be1c3d2df9_fa9d93c6b48f.html,fa9d93c6b48f1d94414d90e4c04d733a4db927e8665cab84e880a46e6a6d07f4,8,8,not_reconciled,not_established
Sambhal,Junawai,https://igod.gov.in/index.php/district/5Dg3tXQBW7DqAzx4Vrut/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/855a419674be1c3d2df9_fa9d93c6b48f.html,fa9d93c6b48f1d94414d90e4c04d733a4db927e8665cab84e880a46e6a6d07f4,8,8,not_reconciled,not_established
Sambhal,Panwasa,https://igod.gov.in/index.php/district/5Dg3tXQBW7DqAzx4Vrut/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/855a419674be1c3d2df9_fa9d93c6b48f.html,fa9d93c6b48f1d94414d90e4c04d733a4db927e8665cab84e880a46e6a6d07f4,8,8,not_reconciled,not_established
Sambhal,Rajpura,https://igod.gov.in/index.php/district/5Dg3tXQBW7DqAzx4Vrut/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/855a419674be1c3d2df9_fa9d93c6b48f.html,fa9d93c6b48f1d94414d90e4c04d733a4db927e8665cab84e880a46e6a6d07f4,8,8,not_reconciled,not_established
Sambhal,Sambhal,https://igod.gov.in/index.php/district/5Dg3tXQBW7DqAzx4Vrut/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/855a419674be1c3d2df9_fa9d93c6b48f.html,fa9d93c6b48f1d94414d90e4c04d733a4db927e8665cab84e880a46e6a6d07f4,8,8,not_reconciled,not_established
Kanpur Dehat,Akbarpur,https://igod.gov.in/index.php/district/6Tg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/eb2d0de0ba251aaa0a88_37a1b929902b.html,37a1b929902b780e053e86e924069c367c7c66465e3688fa9fe2380571f27d8b,10,10,not_reconciled,not_established
Kanpur Dehat,Amrodha,https://igod.gov.in/index.php/district/6Tg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/eb2d0de0ba251aaa0a88_37a1b929902b.html,37a1b929902b780e053e86e924069c367c7c66465e3688fa9fe2380571f27d8b,10,10,not_reconciled,not_established
Kanpur Dehat,Derapur,https://igod.gov.in/index.php/district/6Tg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/eb2d0de0ba251aaa0a88_37a1b929902b.html,37a1b929902b780e053e86e924069c367c7c66465e3688fa9fe2380571f27d8b,10,10,not_reconciled,not_established
Kanpur Dehat,Jhinjhak,https://igod.gov.in/index.php/district/6Tg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/eb2d0de0ba251aaa0a88_37a1b929902b.html,37a1b929902b780e053e86e924069c367c7c66465e3688fa9fe2380571f27d8b,10,10,not_reconciled,not_established
Kanpur Dehat,Maitha,https://igod.gov.in/index.php/district/6Tg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/eb2d0de0ba251aaa0a88_37a1b929902b.html,37a1b929902b780e053e86e924069c367c7c66465e3688fa9fe2380571f27d8b,10,10,not_reconciled,not_established
Kanpur Dehat,Malasa,https://igod.gov.in/index.php/district/6Tg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/eb2d0de0ba251aaa0a88_37a1b929902b.html,37a1b929902b780e053e86e924069c367c7c66465e3688fa9fe2380571f27d8b,10,10,not_reconciled,not_established
Kanpur Dehat,Rajpur,https://igod.gov.in/index.php/district/6Tg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/eb2d0de0ba251aaa0a88_37a1b929902b.html,37a1b929902b780e053e86e924069c367c7c66465e3688fa9fe2380571f27d8b,10,10,not_reconciled,not_established
Kanpur Dehat,Rasulabad,https://igod.gov.in/index.php/district/6Tg3tXQBW7DqAzx4Vrqs/blocks,data/discovery/2026-09-10/archive_coverage/district_sweep/raw/eb2d0de0ba251aaa0a88_37a1b929902b.html,37a1b929902b780e053e86e924069c367c7c66465e3688fa9fe2380571f27d8b,10,10,not_reconciled,not_established
