Name,Transliterated
रहेरिया खुर्द,Raheria Khurd
चिन्दौडी टप्पा लावड,Chindaudi Tappa Lavad
गडमलपुर,Gadmalpur
मुरलीपुर फूल,Murlipur Phool
नरहर गोड़ा,Narhar Gora
भटौती,Bhatauti
पिलुआं,Pilu'an
मोहनपुर दयालीडीह,Mohanpur Dayalidi
सलीमपुर भैरों,Salimpura Bhairon
पहाडीकला,Pahadikala
अजमर,Ajmar
अटकोना,Atkona
श्याम पियारी,Shyam Piyairi
अब्दुलाल अंसारी,Abdulal Ansari
लमुआ केवलछपरा,Lamua Kevalchapara
अमरौली रतनपुर,Amarauli Ratanpur
सर्जूदेवी,Sarjudevi
अपसरिया,Apsaria
बाका जलालपुर,Baka Jalalpur
मुहम्मदपुर बिहारीपुर,Muhammadpur Biharipur
लमौरा,Lamoura
भित्तिया पौकी,Bhittiya Puki
गाँघी,G'anghi
कैलेई,Kailei
विलोहाबनकशिया,Vilohabankashia
सेमरा हर्दो,Semra Hardo
भिदुर,Bhidur
आर्यनगर कला,Arynagar Kala
मजलीनिशा,Majlinisha
मिया बरौली,Mia Baraoli
अबूसाद,Abusad
नरांव,Nara'v
फततूपुर निस्फी,Fattupur Nisfi
बड़हरकला,Barhrakala
मुकरेहटा,Mukarehta
लौहर राम,Lauhar Ram
पूरे बाले,Pure Bale
भगा डाण्डी,Bhaga Dandi
सन्तोष राम गोंड,Santoshi Ram Gond
सरायमानिक,Saraymanik
बूढापुर कुतुबअली,Budhapur Kutubali
औराई,Aurai
गैराहा,Gairaha
क्षमा नाथ,Kshama Nath
लिलाई,Lilai
जय कारन,Jay Karan
कुकावली,Kukavali
कोइन्दी गो0प0,Kaindi Go.p.
अम्मरगढ़,Ammargarh
बुजेश कुमार गौतम,Bujesh Kumar Gautam
भुपियामऊ,Bhuppiymau
बल्लीकृपालपुर,Ballikripalpur
टनशाह आलमाबाद,Tanasha Almabad
एजाज अहमद खान,Ejaz Ahmad Khan
रायसनपुर,Raysanpur
मधुबनी,Madhubani
लाखपुर,Lakhapur
रामनाथ,Ramnath
राजन सिंह,Rajan Singh
गलहिता,Galhitta
चालीसवां,Chalisaavan
दौरऊ चॉदपुर,Dauru Chaudpur
केतका,Ketka
इटवाखुर्द,Itwakhuurd
खानपुर खादर,Khanpur Khadar
नीवीदोहनी,Nividoheni
हल्लाजोत,Hallayojot
रामेशवरी,Rameshvari
अचलीपुर,Achlipur
हरिश्चन्दपुर,Harishchandpur
गंगापुर विजौरा,Gangapur Vijaura
लक्ष्मीपुर देउरवा,Laxmipur Deurwa
बहादरपुर खददर,Bahadurpur Khadar
सिराैंधन,Sairondhan
करूआताल,Kuruatal
पियरोपुर,Piyropur
विनोदकुमारी,Vinodkumari
पथारकला,Patharkala
पचारा,Pachara
नूरपुर देहात उर्फ ठेरी,Nurpur Dehat Urf Thari
इंद्रेश कुमार गुप्ता,Indresh Kumar Gupta
रसिन,Rasin
सिखेडा,Sikkheda
विन्दवलिया,Vindavaliya
सुरेभना,Surebhana
धनौरा टीकरी,Dhanaura Tikri
रामपुर कल्याणगढ,Rampur Kalyangarh
घुसवल,Ghuswal
जीत नरायन पुत्र बाबून,Jit Narayan Putra Babun
सांवर,Sanwar
पिपरा,Pipra
भरथापुर,Bharatpur
पुरॉव,Purav
नौवावारी,Nauwawari
नवीपुर अमानतनगर,Naviupr Aamanatnagar
हरीपुर जलालाबाद,Haripur Jalalabad
रहीमपुर मोलानी,Rahimpur Molani
आकाश सिहं,Aakash Singh
दर्गावती,Dargawti
मदीना बानो,Madina Bano
नगला बावैल खुर्द,Nagla Bawail Khurd
सुर्जीपारा,Surjipra
अनील कुमार यादव,Anil Kumar Yadav
बेरुआ,Berua
इन्दौरपुर उर्फ घिनहाप,Indaurpur Urf Ghinhap
पूरवा आशा,Purva Asha
वसीम जहाँ,Waseem Jahan
नगलाभिककी,Naglabhiki
मूसेपुर गिरण्ट,Muserpur Girnt
देवकली उर्फ चकिया,Devkali Urf Chakia
भटपुरवाकलॉं,Bhatpuravaklan
बहादुरपुर उजैना,Bahadurpur Ujeena
बनपोखरा,Banpokhra
वृजेश कुमारी,Vrijesh Kumari
इनदौसी,Indausi
महुआ डॉडा,Mahuwa Doda
मदारा दुगावां,Madara Dugwan
माडन,Madan
ओमप्रकाश,Omprakash
मालती देवी,Malti Devi
शेरपुर बांगर,Sherpur Bangar
गोनहाडीह,Gonhadih
मनिकराज यादव,Manikraj Yadav
बैरिया,Bairiya
चतुरछपरा,Chaturchhapara
गौरीकलां,Gaurikalan
विदयावती देवी,Vidayawati Devi
तखतखा,Takhatkha
संजरपुर,Sanjarpur
मिर्जापुरचहलवा,Mirzapurchahalwa
कोलिया छिडया,Koliya Chhidya
शान्तीनरगापार,Shantirnagarpar
कुकुरा,Kukura
पचपडा,Pachpara
बनपुरवा परतीपुर,Banpurwa Partipur
जयनारायण तिवारी,Jayanarayan Tiwari
बीबीगंज,Bibiganj
नूरूल्लापुर भगवानपुर,Noorullapur Bhagwanpur
श्याम,Shyam
कमला देवी,Kamla Devi
सहिजनपुर,Sahijanpur
अढ़ापुरा,Adhapura
माधीमठिया,Madhimithia
रजकुमार सिंह मौर्य,Rajkumar Singh Maurya
निन्हौरा,Ninhora
मंजेश कटियार,Manjesh Katiyar
बेरमॉव,Bermaov
अल्हवा,Alhwa
फूलमतीदेवी,Phoolmtidevi
श्मासाहिद,Shmasahid
अजनावर,Ajnavar
हरेली नेकपुर,Hareli Nekpur
सौरंगा,Saorang
किरनमई,Kiranmai
जहरी देवी,Jahridevi
ओसिया,Osia
सूरतछपरा,Suratchhapara
रंगौली,Rangoli
कोड ,Kode 
हरईरामपुर,Harairampur
दत्यौनापुर,Datyaunapur
रुधौली माफी,Rudhauli Mafi
गददी नगली,Gaddi Nagli
सौदीपुर हरैय्या,Saudeepur Haryya
पचफेडिया,Panchfedia
अमीपुर सुधा,Amipur Sudha
कठूमरी,Kathumri
पल्टूपुर,Paltupur
दोदापुरा,Dodapura
गौरी नरोततम,Gauri Narottam
गुढा,Gudha
दवेदहना,Davedehna
चड़राव,Chadrao
मझगवां,Majhgawan
भीटी,Bhiti
मझोई बांगर,Majhoi Bangar
भराव,Bharav
जोला प्रसद,Jola Parsad
दरियापुर बसहीं,Dariyapur Basahin
उमन्निया,Umniya
मंजुरी खास,Manjuri Khas
चतुरा,Chatura
देवी,Devi
रामाश्वरापुर,Ramashwarapur
रामपुर रामदास,Rampur Ramdas
नौतन हरदो,Nautan Hardo
चननी सियराबास,Channi Siyarabas
लधौला,Ladhola
मोहम्मदाबाद,Mohammadabad
रमेशरा,Rameshwar
हुसैनपुर करौतिया,Husainpur Karautiya
पूरेचन्द्रमन,Purachandraman
रूकनुद्दीन सराय,Ruknuddin Sarai
दाउदपुर कुर्मी,Dawoodpur Kurmi
ललई,Lalai
अकजीदा,Akjida
पलडी,Paldi
नेवादा खुर्द,Nevada Khurd
सिसौरा निकुमपुर,Sisaura Nikumpur
फहीदा बेगम,Faheeda Begum
परसिया आलम,Parsiya Alam
तिलौली,Tilauli
महथापार,Mahthapar
दत्तपुर कुंजपुर,Dattpur Kunjpur
अयोध्यागांव,Ayodhyagaon
पुरनपुर नवादा,Puranpur Nawada
गुरैया सोयलपुर,Guraiya Soilpur
आनन्दपुर उर्फ भगवन्तापुर,Anandpur alias Bhagwantapur
अम्माफातिमा,Ammafathima
देवरा मूरा,Devra Mura
मधुरेश चंद्र,Madhuresh Chandra
बहादरपुर खद्दर,Bahadurpur Khadar
महमूदपुर अतिकुलला,Mahmudpur Atikulla
मु ० सलिम पुत्र नियामत,Mu 0 Salim son Niyamat
महमूदपुरलाल्ता,Mahmudpurlalta
नगला कुंदन,Nagla Kundan
अडूकी,Adooki
चौका,Chauka
दलहरा,Dalhara
रामपयरी,Rampyari
बिरियाडेरापुर,Biriyaderapur
दुविजय सिंह,Duvijay Singh
बंगालीपुर,Bangalipura
तिरकारा दौलतपुर,Tirkaara Daulatpur
बाबटमऊ,Babatmau
कुसफर उर्फ उर्दहवा,Kusfar alias Urdhawa
कसूमी,Kasumi
अजमेरुल,Ajmerul
उमरी महिला,Umri Mahila
कड़क्का,Kadakka
टिकरा पटटी,Tikara Patti
गुफ़रान,Gufaran
सूबालाल,Subalal
बछुआपार,Bachhuapar
भूरेपुर,Bhoorepur
देवरिया कला,Deoria Kala
फरीदन,Faridun
सिराहुसेन,Sirahusen
महाराजपुरा,Maharajpura
राधिकादेवी,Radhika Devi
रीवांरतनपुर,RiwanrAtanpur
कन्हैयाराम,Kanhaiyaram
मैहनीसोरा,Maihnisora
सरजूपाल,Sarjupal
ओम प्रकाश सिंह,Om Prakash Singh
रामऔतार,Ramautar
औरी शाहपुर,Auri Shahpur
जमालपुरसिया,Jamalpursiya
सजनी,Sajani
पिपरोला अहमदपुर,Piprola Ahmadpur
नेहुला,Nehula
पीपलीजट,Piplijat
मन्योेरा,Manyora
रूकुमपुर,Rukumpur
सिसवा गोइली,Siswa Goili
शिवदीन उर्फ शिवदीश,Shivdeen Urf Shivdeesh
निसाा देवी,Nisaa Devi
परेहरापुर,Pareharapur
किशुनपुर उर्फ बगही,Kishunpur Urf Baghi
पहाड़पुर कासो,Pahadpur Kaso
निखोब,Nikhoob
भैसंहा,Bhaisanha
लालगंज प्रथम,Lalganj Prathma
पपसरा,Papsara
बेवी चौहान,Bevi Chauhan
दवोई,Davoi
चन्दीभानपुर,Chandibhanpur
पारा,Para
कन्थुवा,Kanthuwa
खरगशीपुर,Kharagshipur
शैलेंदर सिंह,Shailender Singh
गम्मा देवी,Gamma Devi
पतेई खालसा,Patei Khalsa
सुरेन्द्र कुमार गौड़,Surendra Kumar Gour
अकला,Akla
नंगला कबीर,Nangla Kabir
मुरादपुर उर्फ बेलरई,Muradpur Urf Belrai
तिलसड़ा,Tilasra
कलेमुनिशां,KaleMunishan
बेरूआबारी,Beruabari
नानेमऊ,Nanemu
मलाव,Malav
भदों,Bhadun
भैसहॉं बुजुर्ग,Bhaisahoon Bujurg
कमेला,Kamela
मिलिन्द आदित्य,Milind Aditya
चिरौरी ताजपुर जरगवाँ,Chirori Tajpur Jargwan
शिवपूजन चौधरी,Shivpujan Chaudhary
सुमित्रा पाण्डेय,Sumitra Pandey
लटाव,Lataw
कालिकापुर,Kalikapur
सलौनी,Saloni
बोर्राखुर्द,Borrakhurd
माचंड,Machand
बादशाहपुर,Badshahpur
खुररमपुर,Khurrampur
विष्णुप्रसाद,Vishnuprasad
दशनीपुर,Dashnipur
चिरैय्याटांड,Chiraiyyatand
रकहट,Rakhat
विद्या श्री,Vidya Shri
हरगढ़,Hargah
अरया सोहिला,Arya Sohila
सिकठी शाह मुहम्मदपुर,Sikathi Shah Muhammadpur
गजईपुर,Gajipur
शाहनगर कुराली,Shahnagar Kurali
डींगुरपुर बनकेगाँव,Dhingarpur Bankegaon
भागनगर मनिहार नगल,Bhaganagar Manihar Nagal
अंजो,Anjo
हिमांयूपुर,Himanyupur
खन्सार,Khansar
ऐजा,Aija
बम्हौरीबंशा,Bamhouribansha
ननिह,Nanih
होमचन्द्र,Homchandra
महना,Mahana
सेमरई,Semrai
घनसिरिया,Ghansaseriya
प्रीती दीक्षित,Preeti Dixit
टण्डौना,Tandouna
मेहतरपुर तिजासिह,Mehtarapur Tijasingh
खबड़िया घाट,Khabdia Ghat
डीह कैथौली,Dih Kaitholi
दिलदेई,Dildei
कुवरी,Kuvari
मैनपुरीदेहात,Mainpuri Dehat
रामसमुज,Ramsamuj
अर्जुनमण्डल,Arjunmandal
दुधई,Dudhai
पुष्पा सिंह उर्फ सनीला,Pushpa Singh Urf Sanila
प्रेमा पत्नी रामाश्रे,Prema Patni Ramaashre
रहीशा बेगम,Raheeshah Begum
उमरी समलेमपुर,Umri Samalempur
मुगारी,Mugari
सिरासौल जसा,Sirasaul Jasa
कोहली,Kohli
परसवनिया,Parswaniya
ढखेरवा खालसा,Dhakherwa Khalsa
गुरगाव ऐतमाली,Gurgaon Aitamali
तारावती,Taravati
तारा देवी,Tara Devi
थरौली बुजुर्ग,Tharoli Buzurg
दुर्वेशपुर,Durveshpur
गौराटिकरी,Gauratikeri
श्याम सिंह शाक्य,Shyam Singh Shaky
कुमलेश,Kumlesh
बलदाना सफीपुर,Baldana Safipur
जवाँ,Jawa
बिराहिमडीहा,Birahimdiha
बगडेर,Bagder
विवेकानंद तिवरी,Vivekanand Tiwari
रामपुरमठा,Rampurmatha
विष्णु महेश,Vishnu Mahesh
नीबी दुबेे,Nibi Dube
विटनदेवी,Vitandevi
पिसावा,Pisaa
कुसुमावति देवी,Kusumavati Devi
विशनूली,Vishnuli
जाति रामदौर,Jati Ramdaur
पूराबाल नरायन,Purabbal Narayan
वजहां,Wazhah
ऐमा,Aima
लौकी नेवादा,Lauki Nevada
बाँजरपुर,Banjarpur
खिंदडियां,Khindadiyan
सुवापारा,Suwapara
टिकौली,Tikauli
रजवन्तसिंह,Rajvantsingh
बरवां सेमरा,Barwan Semra
पावती,Pawati
धाना जीवना,Dhana Jeevana
बेनीनगर,Beninagar
उमराई देवी,Umrai Devi
जेठपुरवा,Jethpurwa
झूरीकुइया,Jhurikuya
विराट कितुर्निया,Viraat Kiturnia
चाऊ बिरवा,Chaoo Birwa
फिराज अहमद,Firaj Ahmed
ऐगवा उपरहार,Aigwa Upharhar
आरीखेड़ा,Arikheda
मंडरा सुमन,Mandera Suman
सिधुआ बांगर,Sidhua Banger
मईहुसैनपुर पुख्ता,Maihusaainpur Pukhta
गंगापुर बरस,Gangapur Bars
सिसाही,Sisahi
बिटटो,Bitto
हरिभूषण,Haribhushan
देवरा बु O,Devra Bu O
लाखनखेड़ा,Lakhan Kheda
समायूं,Samayun
कुड़ई,Kudi
नजरूम बेगम,Nazrum Begum
मुस्तफापुर,Mustafaapur
सन्तोष पुत्र श्यामरथी,Santosh Putra Shyamrathi
रामसवाँरी,Ramsawari
सतेती इन्छा,Sateti Inccha
खनुवाई,Khanuwai
टिकठामुसल्लेपुर,Tikthamusllepur
भनु,Bhanu
सकरदहा,SakarDaha
कुसुरूखुर्द,KusuruKhurud
फरीदा बागर,Farida Bager
हकीकुन्निशां,Hakikunnishan
छज्जुपुरा दोयम,Chajjupura Doyam
कलिकमवैया,Kalikamwaiya
जरथुआ,Jarthua
मंगरावा रायपुर,Mangarawa Raipur
पिपरी नरायनपुर,Pipri Narayanpur
निकिता गुप्ता,Nikita Gupta
लगडी,LagDi
जीतू सिंह वर्मा,Jitu Singh Verma
चिडौली,Chidauli
मौरकली,Maurakli
सम्पत्ती देवी,Sampatti Devi
औमकार,Omkar
उमिता देवी,Umita Devi
इनायत पुर,Inayat Pur
कुन्जलपुर,Kunjalpur
झाऊमेदनीपुर,Jhaumedanipur
हन्नूखेड़ा,Hannukheda
जबिया बेगम,Jabiya Begum
चदरसनी,chadarSani
पूरे प्रसाद,Poore Prasad
खेडा बुजुर्ग,Kheda Bujurg
सीतापुर (भगवानपुर),Sitapur (Bhagwanpur)
महलाई,Mahalai
अथाई शेख,Athai Sheikh
प्रियंका सोनकर,Priyanka Sonkar
चमेला पत्नी रामजीत,Chamela Patni Ramjit
नफीस ख,Nafees Kh
सिरसिया राजा,Sirsia Raja
रामपुर भवानीपुर,Rampur Bhawanipur
कुरहुंआ,KuruHua
आलापुर,Alapur
हरिहरपुर रानी,Hariharpur Rani
रजनी कौल,Rajni Kaul
बेलपार पंडित,Belpar Pandit
पहाडीपुर भोडला,Pahadipur Bhodla
चाठीरफीपुर,ChathirFipur
कुतुआपुर,KutuaPur
प्रमोदिनी देवी,Pramodhini Devi
कहटा हमीरपुर,Kahata Hamirapur
काछा,Kacha
बुदान,Budhan
गदनखेडा भिटवा,Gadankheda Bhitwa
धनौजीकला,DhanaujiKala
कॉकन,Kokan
चकवसहिया,Chakawashaiya
गौतरा पट्टी,Gautra Patti
नरपत रमसी,Narpat Ramsi
अकथरानरायनपुर,Akatharanarayanpur
मल्हवारा,Malhwara
कोहड़ा,Kohra
साड़ी खुर्द,Sari Khurd
भवानीपुर उमरी,Bhawanipur Umri
हररियापार,Harriyapara
वांकी,Wanka
असनी,Asani
धनवतिया,Dhanwatiya
पिगरी पिगरा,Pigri Pigra
भनईपुर,Bhanipur
शाहपुर सुक्खा,Shahpur Sukkha
आरती देवी पत्नी सुवाष,Aarti Devi Patni Suvash
मामना,Mamana
बरेवा,Barewa
धौरहरा मय प्रसादी ख,Dhaurahra May Prasadi Kh
ताड़ी,Tari
टेभनापुर,Tebhanpur
भैनपुरा,Bhainpura
ममता,Mamta
रामश्री,Ramshri
सुरही,Surahi
मछलीगांव,Machhligaon
महेशपुर खेम,Maheshpur Khem
सराय मुबारक,Saray Mubarak
खेड़ा जलालपुर पुख्ता,Kheda Jalalpur Pakhta
सरला मिश्रा,Sarla Mishra
खडौवा खुर्द,Khadauwa Khurd
पतिजीवा,Patijiwa
लास्की नगर,Laski Nagar
तेनुहारी सोयम,Tenuhari Soyam
निरालसी उर्फ मारूखेडी,Nirlasi Urf Markhukhedi
गोंपालपुर,Gongalpur
बारिकपार,Barikpar
अल्दमपुर,Aldampur
पूरे बीरबल,Pure Birbal
बड़ेहा स्योढा,Bareha Syodha
चौड़ेरा चौड़ेरी,Chauadera Chauderi
दवरी,Dawri
बन्दगीनगर,Bandginagar
मडकी,Madki
मुस्तरा,Mustara
मुन्नी राजा,Munni Raja
अड़गोड़वा,Adgordwa
मधुरी देवी,Madhuri Devi
माधवपुर चांधन उर्फ,Madhavpur Chandan Urf
किनारई बांगर,Kinari Banger
रामलेखन,Ramlekhan
जं अमवा,J Amawa
अरदाया,Ardarya
इस्वर शरण,Ishwar Sharan
कम्हारडीह,Khamhardih
अमानसिंह,Aman Singh
कियावां,Kiyanwan
घाटेडा,Ghateda
इन्दरिया,Indariya
कूड़ा भरथ,Kooda Bharath
महाराजा यादव,Maharaja Yadav
अजीतपुर,Ajitpur
पचपोखरा,Pachpokhara
मनकेशरी,Manakeshri
अशोक कुमार,Ashok Kumar
जैन सिंह,Jain Singh
खैरसाल,Khairsaal
ठोकरपुर,Thokarpur
भगवन्त नगर फत्तेपुर उर्फ उवरिया,Bhagwant Nagar Fattepur urf Uvariya
बेलाहीं,Belahin
बढ़ौली,Badhauli
खटंगिया,Khatangiya
मण्डावली बांगर,Mandavli Bangar
देवानन्द यादव,Devanand Yadav
सोनवरसा,Sonvarsa
सकरा -,Sakra
इटायला माफी,Itayala Mafi
महुई बुजुर्ग,Mahui Bujurg
जग्गान्नाथ सिंह,Jaggannath Singh
अमरूतिया,Amarutiya
टपपाखजुरिया,Tappakhajuryia
पिड़हनी,Pidhani
राजेपुर,Rajepur
मूडाडीहा,Moodadiha
मझौवा कुॅवर,Majhwa Kuwar
ब्रजचन्द्र,Brajchandra
निकिता,Nikitha
सम्पूणानन्द शुक्ल,Sampurnanand Shukla
बलदेवठाकुर,Baldev Thakur
सिसौडा,Sisouda
फहिमुल्लाह,Fahimullah
भमोरी बुजुर्ग,Bhamori Bujurg
बादौठ,Badauth
मलखानपुर,Malkhanpur
म्योरा,Myora
ताखा पशचिम,Takha Pashchim
गुर्लिया,Gurliya
बिन्दवल,Bindwal
उषा पत्नी अरूण,Usha Patni Arun
बिलाटी करके,Bilati Karke
रामसेवक पुत्र सुखदेव,Ramsevak Putra Sukhdev
कम्हेड़ा,Kamheda
सबरूनिशां,Sabrunishan
उवैश शैख़,Uweish Shaikh
पटहेरवा,Pattherwa
गोकुलपुर,Gokulpur
बरेहटा,Barehta
मियापुर दियौरा,Miyapur Diyora
रमीन्ता,Raminta
भावलपुर,Bhavalpur
मटकापुर,Matkapur
जलालीपुर देहात,Jalalipur Dehat
पुरैनिया,Purainia
खुजरिया अवासी,Khujariya Awasi
शिवपूजन पुत्र जग्गो नाथ,Shivpujan Putra Jaggo Nath
निजामुद्दीन पुरशाह,Nizamuddin Purshah
किरन शाही,Kiran Shahi
मनकूला,Manakula
इमिलिया गंगापुर,Emilia Gangapur
बरलाजट्ट,Barlajatt
केवली,Kevli
भिलौराबसती,Bhilaurabasti
भुड़िया ता0 कुम्हरौर,Bhudiya Ta0 Kumhrour
बजीरपुर,Bajirpur
सुकरौली उर्फ सूर्यपूरा,Sukrauli Urf Suryapura
बहेरी अनारक्षित,Bahedi Anarakshit
बिसौरी,Bisonri
बादौली बांगर,Badauli Bangar
खोजापुरमाधोपट्टी,Khozapurmadhopatti
कारीपाकर,Karipakar
लालबहादूर पुत्र रामदेव,Lal Bahadur Putra Ramdev
जर्नादन दुबे,Jarnardan Dubey
मदारपुर बिचौला,Madarpur Bichoula
खडे़हीलोधन,Khadeehilodhan
निजामुद्दीन उर्फ मुन्ना,Nizamuddin Urf Munna
विष्णुकुमार केशरवानी,Vishnukumar Kesharwani
बजरंगी सिंह,Bajrangi Singh
खैराट,Khairat
कहिनौर,Kahinour
मोहम्मदपुर नार,Mohammadpur Nau
मादर खेड़ा,Madar Khera
तामा,Tama
सराय भारती,Sarai Bharti
लिलहट,Lilhat
मिर्जापुरतिलक,Mirzapurtilak
नरीखेडा,Narikheda
दिलीप कुमार पासवान,Dilip Kumar Paswan
सिल्थरी,Sultheri
ओम प्रकाश दूबे,Om Prakash Dubey
मंझारी खलिया,Manjhri Khaliya
संजय राजभर,Sanjay Rajbhar
कोठरा कतित,Kothra Katit
सकरा  - 2,Sakra - 2
पिपरा जप्ती,Pipara Japti
नौवा गाव,Nauaon Gaon
हसुआजाजू,Hsuajajau
बंशै,Banshei
डिल्लाचवर,Dilalchavar
बैंकेटेशदत्तराम पाण्डेय,Banketeshduttram Pandey
श्यामजी जयसवाल पुत्र,Shyamji Jaysawal Putra
उसरारी,Usarari
पहाड़नगर,Pahadanagar
बहादुर नगर,Bahadur Nagar
अमान नगर,Aman Nagar
बभनपुरा,Bhabhanpura
खेड़ा बुजुर्ग,Kheda Bujurg
मुसैल,Musail
चन्द्र मोहन त्रिपाठी,Chandra Mohan Tripathi
महराजसिहनगर,Mahrajsihnagar
लोहा प0 भोलानाथ,Loha P0 Bholanath
भवरपुर,Bhawarpur
दल्लीपुर / फत्तेपुर,Dallipur / Fattepur
आरामपुर बसई,Arampur Basai
काजी यास्मीन,Qazi Yasmeen
नूरीदेवी,Nuri Devi
गौरा गजनी,Gaura Gajni
सराय रावत,Sarai Rawat
धमन्ना,Dhmanna
बहॉपुर,Bahopur
सुशीला,Sushila
छेदीलाल,Chedilal
सरायछत्रशाह,Saraychhatrashah
कासिमपुर नागरी,Kasimpur Nagari
उकरमुहाँ,Ukarmuhan
बरोरा,Barora
बरडीहा,Bardiha
"देशवन्ती ,,","Deshwanti ,,"
थुरैला,Thureila
सुमाठेर,Sumather
रामपुर बकेवर,Rampur Bikewar
महुववा मस्जिदिया,Mahuwva Masjidia
खावडी,Khawdi
रसूलपुर गांवडी,Rasulpur Gaonwadi
चमेंली देवी,Chamali Devi
इन्द्रापामऊ,Indrapamu
शाहपुर डेरापुर,Shahpur Derapur
मनोहरा,Manohara
हाज़रा खान,Hazara Khan
झकड़ी,Jhakdi
वासतिया,Vasatiya
मांजनपुर,Manjanpur
आलमपुर भंगवतपुर,Alamur Bhangwatpur
मुसर्रत खानम,Musarrat Khanam
रमेश विश्वकर्मा,Ramesh Vishwakarma
श्वामीशंकर,Swamishankar
दुधारी,Dudhari
रामनगर -1,Ramanagar -1
राजेन्द्र कुमार सोनकर,Rajendra Kumar Sonkar
धरसनिया,Dharsaniya
न0 डूगर,No Duggar
हलिया,Halia
रहावती,Rahavati
नाम दोस्तपुर,Nam Dostpur
शनिचरा पट्टी दूबे,Shanichara Patti Dube
अतरछडी,Atarchhadi
कैथी द्वितीय,Kaithi Dvitiya
जीवन कुमार,Jeevan Kumar
लपगवॉ,Lapagaw
चौहत्तरखुर्द,Chauhattar Khurd
अमर्जीत,Amarjit
उमांशकर पुत्र पन्ना यादव,Umashankar Putra Panna Yadav
नौबस्तामुडि़ला,Naubstamudila
शान्ति पत्नी मानिक,Shanti Patni Manik
सर्रा मुन्दरी,Sarra Mundari
रामपुर बरई,Rampur Barai
शनीचरी,Shanichari
इरेन्द्र पाल सिंह,Irendra Pal Singh
गौरिया भीलम,Goria Bhilm
निजामपुर निकटी,Nijampur Nikti
पकड़ी अराजी,Pakdi Araji
सैदपुर चुन्नीलाल,Saidpur Chunnilal
नगला गोसा,Nagla Gosa
सराय लंगर,Sarai Langar
आरिफपुर नवादा,Arifpur Nawada
वीरपालपुर,Virpalpur
रज्जन कुमार,Rajjan Kumar
अशीष कुमार मिश्रा,Ashish Kumar Mishra
औरंगाबाद,Aurangabad
भोयस,Bhoys
गढ़ी चुनौटी,Garhi Chunauti
मुसेपुरकलां,Musepurkalan
कलौली महबुल्लापुर,Kalauli Mahbullapur
कुटियाभर,Kutiyabhar
पटटी शखपुर,Patti Shakhpur
भाइराम,Bhairaam
जवां सिकदरपुर,Jawa Sikandarpur
डड़वा चतुर,Dadwa Chatur
हसवापार,Haswapar
झखरावां,Jhakhrawan
सुगंधी,Sugandhi
लोहगंपुर,Logampur
बडाहरानागा,Badaharanaga
