Name,Transliterated
डेरापुर,Derapur
मैथा,Maitha
अमरौधा,Amaraudha
मलासा,Malasa
सन्दलपुर,Sandalpūr
अकबरपुर,Akbarpur
डकोर,Dakor
कदौरा,Kadaura
रामपुरा,Rampura
नदीगांव,Nadigaon
कुठौन्द,Kuthaund
कोचं,Koch
माधौगढ,Madhaugarh
जालौन,Jalaun
मड़ावरा,Madawara
तालबेहट,Talbehat
महरौनी,Mahroni
बार,Bar
विरधा,Virda
जखौरा,Jkhaura
बामौर,Bamour
बबीना,Babina
नाम गुरसराय,Nam Gursarai
चिरगांव,Chirgaon
मोठ,Moth
बड़ागांव,Badagaon
मऊरानीपुर,Mauranipur
बंगरा,Bangara
कबरई,Kabrai
पनवाड़ी,Panwadi
चरखारी,Charkhari
जैतपुर,Jaitpur
सरीला,Sarīla
राठ,Rāth
कुरारा,Kurara
गोहाण्ड,Gohad
सुमेरपुर,Sumerpur
मौदहा,Maudaha
मुस्करा,Muskara
नरैनी,Naraini
बड़ोखर खुर्द,Barokhar Khurd
तिन्दवारी,Tindwari
महुआ,Mahuā
जसपुरा,Jaspurā
कमासिन,Kamasin
बबेरू,Baberu
बिसण्डा,Bisanda
मऊ,Mau
मानिकपुर,Manikpur
कर्वी,Karwi
चित्रकूट,Chitrakoot
पहाड़ी,Pahadi
हस्वा,Haswa
खजुहा,Khajuha
देवमई,Devmai
मलवां,Malwan
अमौली,Amauli
तेलियानी,Teliyani
बहुआ,Bahua
भिटौरा,Bhitaura
धाता,Dhata
हथगाम,Hathgam
असोथर,Asaothar
विजयीपुर,Vijyipura
ऐरायां,Airaiyan
कड़ा,Kara
कौशाम्बी,Kaushambi
नेवादा,Nevada
चायल,Chayal
सरसंवा,Sarsanwa
मंझनपुर,Manjhanpur
मूरतगंज,Moortganj
सिराथू,Siraathu
मेजा,Meja
उखा,Ukka
बहरिया,Baheriya
कोरॉव,Korow
जसरा,Jasra
बहादुरपुर,Bahadurpur
सैदाबाद,Saidabad
कौधियारा,Kauadhiyara
करछना,Karachhana
मऊआइमा,Mauaima
धनूपुर,Dhanupur
कौड़िहार,Kaurihaar
सोराँव,Soraon
हंडिया,Handiya
मांडा,Manda
प्रतापपुर,Prattappur
फूलपुर,Phoolpur
शंकरगढ़,Shankargrah
चाका,Chaaka
होलागढ़,Holagrah
मान्धाता,Mandhata
आसपुर देवसरा,Aaspur Devsara
बाबागंज,Babaganj
कालाकांकर,Kalakaankar
संडवा चंद्रिका,Sandwa Chandraika
लक्ष्मणपुर,Laxmanpur
लालगंज,Lalganj
सांगीपुर,Sangeepur
बिहार,Bihar
गौरा,Gauura
मगरौरा,Magrorra
पट्टी,Patti
बाबा बेलखरनाथ धाम,Baba Belkharnaath Dham
शिवगढ़,Shivgarh
कुण्डा,Kunda
तिलोई,Tiloi
ऊंचाहार,Unchahaar
दीनशाहगौरा,Deenshahgraura
सरेनी,Sareni
सताँव,Sataanv
हरचन्दपुर,Harachandpur
महराजगंज,Mahraajganj
खीरो,Kheero
राही,Rahi
अमावाँ,Amaawan
छतोह,Chattoh
डीह,Deeh
बछरावां,Bachhraawan
शिवगढ,Shivgarh
सलोन,Salon
रोहनिया,Rohaniya
डलमऊ,Dalmau
सिंहपुर,Singhpur
मियागंज,Miyaganj
औरस,Auras
पुरवा,Purva
हसनगंज,Hasanagnj
बांगरमऊ,Bangarmau
सफीपुर,Safipur
गंज मुरादाबाद,Ganj Muradabad
सिकन्दरपुर करन,Sikandarpur Karan
बीघापुर,Bighaapur
असोहा,Asooha
फतेहपुर चौरासी,Fatehpur Chauraasi
सि ० सिरोसी,Sin Sirosi
बिछिया,Bichiya
हिलौली,Hilauli
सण्डीला,Sandila
साण्डी,Saadi
हरियावां,Hariyaawan
टडियावां,Tadhiyaawan
कछौना,Kachhauna
कोथावाँ,Kothaawan
बिलग्राम,Bilgram
टोडरपुर,Todarpur
माधौगंज,Madhauganjj
बावन,Baawann
मल्लावाँ,Mallaawan
सुरसा,Surusa
भरावन,Bharawan
हरपालपुर,Harpalpur
भरखनी,Bharkhani
पिहानी,Pihani
अहिरोरी,Ahirorii
बेंहदर,Behendar
गोसाईगंज,Gosaiganj
चिनहट,Chinhat
मोहनलालगंज,Mohanlalganj
सरोजनीनगर,Sarojininagar
मलिहाबाद,Malihabad
माल,Mal
बक्शी का तालाब,Bakshi Ka Talab
काकोरी,Kakori
सिधौली,Sidhauli
मिश्रिख,Misrikh
रेउसा,Reusa
सकरन,Sakran
रामपुरमथुरा,Rampurmathura
बेहटा,Behta
ऐलिया,Ailia
हरगांव,Hargaon
लहरपुर,Laharpur
खैराबाद,Khairabad
गोंदलामऊ,Gondlamau
बिसवाँ,Biswan
मछरेहटा,Machhrehta
कसमण्डा,Kasmanda
पहला,Pahla
महमूदाबाद,Mahmudabad
परसेंण्डी,Parseendi
महोली,Maholi
पिसावाँ,Pisawan
लखीमपुर,Lakhimpur
बेहजम,Behajam
फूलबेहड़,Phoolbehad
नकहा,Nakha
गोला ( कुम्भी ),Gola (Kumbhi)
बिजुआ,Bijnua
बांकेगंज,Bankeganj
मोहम्मदी,Mohammad
मितौली,Mitauli
पसगवां,Pasgawan
धौरहरा,Dhaurhara
पलिया,Palia
निघासन,Nighasan
ईसानगर,Isanagar
रमियाबेहड़,Ramiyabehad
जरवल,Jarwal
कैसरगंज,Kaisarganj
हुजूरपुर,Huzzurpur
फखरपुर,Fakharpur
तजवापुर,Tajwapur
बलहा,Balha
महसी,Mahsi
शिवपुर,Shippur
मिहीपुरवा,Mihipurwa
रिसिया,Risiya
पयागपुर,Prayagpur
विशेश्वरगंज,Visheshwarganj
गिलौला,Giloula
सिरसिया,Sirsiya
हरिहरपुर रानी,Hariharpur Rani
जमुनहा,Jamunha
इकौना,Ikona
बलरामपुर,Balrampur
गैंसडी,Gaunsdi
पचपेडवा,Pachpedwa
गैडास बुजुर्ग,Gaidas Bujurg
श्रीदत्तगंज,Shridattganj
उतरौला,Utraula
रेहरा बाजार,Rehra Bazar
तुलसीपुर,Tulsipur
हरैया सतघरवा,Haraiya Satgharwa
हलधरमऊ,Haladharmau
परसपुर,Parspur
मनकापुर,Manakpur
बेलसर,Belsar
कटरा बाजार,Katara Bazar
पण्डरी कृपाल,Pandri Kripal
छपिया,Chhapia
झंझरी,Jhanjhari
मुजेहना,Mujehna
तरबगंज,Tarabganj
इटियाथोक,Itiathok
करनैलगंज,Karanailaganj
बभनजोत,Bhabhanjot
रूपईडीह,Rupaideeh
सूरतगंज,Suratganj
निन्दूरा,Nindura
मसौली,Masauli
बंकी,Banki
देवां,Dewan
हरख,Harkh
दरियाबाद,Dariyabad
बनीकोडर,Banikoder
पूरेडलई,Puredlai
हैदरगढ़,Haidergarh
त्रिवेदीगंज,Trivediganj
सिद्धौर,Siddaur
सिरौलीगौसपुर,Siroligaupur
रूदौली,Rudauli
मवई,Mawai
अखण्डनगर,Akhandnagar
अमेठी,Amethi
बल्दीराय,Baldirai
बाजार शुक्ल,Bazar Shukla
भदैया,Bhadaiya
नाम भादर,Naam Bhaddar
धनपत गंज,Dhanpatganj
दोस्तपुर,Dostpur
दूबेपुर,Doobepur
गौरीगंज,Gauriganj
जामों,Jamon
जगदीशपुर,Jagdishpur
जयसिंहपुर,Jaisinghpur
कादीपुर,Kadipur
कुडवार,Kudwar
कुडेभार,Kudedhar
लम्बुआ,Lambua
भेटुआ,Bhetwa
मुसाफिरखाना,Musafir Khana
प्रतापपुरकमैचा,Pratapur Kamecha
संग्रामपुर,Sangrampur
शाहगढ,Shahgarh
मोतिगरपुर,Moti Garpur
कटेहरी,Katehari
जलालपुर,Jalalpur
टाण्डा,Tanda
भीटी,Bhiti
बसखारी,Basakhri
जहांगीरगंज,Jahangirganj
मियांव,Miyanaw
मसौधा,Masodha
पूराबाजार,Purbajar
सोहावल,Sohawal
मयाबाजार,Mayabaazar
बीकापुर,Bickapur
तारून,Tarun
हरिंग्टनगंज,HarringtonGanj
अमानीगंज,Amaangang
मिल्कीपुर,Milkipur
हरैया,Hareeya
साऊँघाट,Saughant
बिक्रमजोत,Bikramjot
रूधौली,Rudhauli
कप्तानगंज,Kapilganj
बनकटी,Bankati
गौर,Gaon
परसरामपुर,Parasrampur
बस्ती,Basti
सल्टौआ गोपालपुर,Saltuwa Gopalpur
कुदरहा,Kudreha
दुबौलिया,Dubauliya
बांसी,Bansi
खेसरहा,Khesrah
मिठवल,Mithwal
डुमरियागंज,Dumriaganj
भनवापुर,Bhanwapur
जोगिया,Jogiya
वर्डपुर न 09,Wardpur No 09
वर्डपुर न 10,Wardpur No 10
वर्डपुर न 11,Wardpur No 11
वर्डपुर न 12,Wardpur No 12
वर्डपुर न 13,Wardpur No 13
वर्डपुर न 14,Wardpur No 14
वर्डपुर न 15,Wardpur No 15
वर्डपुर न 16,Wardpur No 16
वर्डपुर न 17,Wardpur No 17
वर्डपुर न 18,Wardpur No 18
वर्डपुर न 19,Wardpur No 19
वर्डपुर न 20,Wardpur No 20
वर्डपुर न 21,Wardpur No 21
वर्डपुर न 22,Wardpur No 22
वर्डपुर न 23,Wardpur No 23
वर्डपुर न 24,Wardpur No 24
वर्डपुर न 25,Wardpur No 25
वर्डपुर न 26,Wardpur No 26
वर्डपुर न 27,Wardpur No 27
वर्डपुर न 28,Wardpur No 28
वर्डपुर न 29,Wardpur No 29
वर्डपुर न 30,Wardpur No 30
वर्डपुर न 31,Wardpur No 31
वर्डपुर न 32,Wardpur No 32
वर्डपुर न 33,Wardpur No 33
वर्डपुर न 34,Wardpur No 34
वर्डपुर न 35,Wardpur No 35
वर्डपुर न 36,Wardpur No 36
वर्डपुर न 37,Wardpur No 37
वर्डपुर न 38,Wardpur No 38
वर्डपुर न 39,Wardpur No 39
वर्डपुर न 40,Wardpur No 40
वर्डपुर न 41,Wardpur No 41
वर्डपुर न 42,Wardpur No 42
वर्डपुर न 43,Wardpur No 43
नौगढ़,Naugarh
उसकाबाजार,Uska bazaar
इटवा,Itwa
खुनियांव,Khuniyawan
शोहरतगढ़,Shohratgarh
बढ़नी,Barhani
लोटन बाजार,Lotan Bazar
बघौली,Baghouli
सेमरियावा,Semariyaawa
नाथनगर,Nathnagar
हैंसरबाजार,Haansar Bazar
खलीलाबाद,Khalilabad
मेंहदावल,Mehdawal
सॉथा,Sawtha
पौली,Pauli
बेलहर कला,Belhar Kala
भटहट,Bhathat
उरूवॉ,Uruwa
ब्रहमपुर,Brahmapur
जॅ o कौड़िया,Janaki Kaudia
पिपराइच,Pipraich
गगहा,Gagaha
पाली,Pali
कैम्पियरगंज,Khampierganj
चरगावॉ,Chargwa
गोला,Gola
बड़हलगंज,Barhalganj
खोराबार,Khorabar
बेलघाट,Belghat
सरदारनगर,Sardarnagar
सहजनवा,Sahajanwa
पिपरौली,Piparouli
खजनी,Khajni
बॉसगॉव,Bosgaw
कौड़ीराम,Kauriram
पनियरा,Paniyra
परतावल,Partawal
घुघली,Ghugli
महाराजगंज सदर,Maharajganj Sadar
मिठौरा,Mithaura
सिसवा बाजार,Siswa Bazar
निचलौल,Nichlaul
नौतनवा,Nautanwa
लक्ष्मीपुर,Lakshmipur
फरेन्दा,Ferenda
ब्रजमनगंज,Brajmaniganj
धानी,Dhani
पड़रौना,Padrauna
सेवरही,Sevarhi
कसया,Kasya
हाटा,Hata
मोतीचक,Moti Chak
रामकोला,Ramkola
विशुनपुरा,Vishunpura
सुकरौली,Sukhrouli
फाजिलनगर,Fazilnagar
खड्डा,Khadda
दुदही,Dudhi
नेबुआ नौरंगिया,Nebua Naurangia
तमकुहीराज,Tamkuhiraj
देसही देवरिया,Deshi Deoria
भाटपार रानी,Bhatpar Rani
देवरिया सदर,Deoria Sadar
सलेमपुर,Salempur
भागलपुर,Bhaglapur
बरहज,Barhaj
बनकटा,Bankata
लार,Lar
बैतालपुर,Baitālpur
गौरीबाजार,Gauribazar
भलुअनी,Bhaluani
रूद्रपुर,Rudrapur
पथरदेवा,Pathardeva
रामपुर कारखाना,Rampur Karkhana
भटनी,Bhatni
तरकुलवा,Tarkulwa
रानी की सराय,Rani Ki Sarai
तहबरपुर,Tahbarpur
मुहम्मदपुर,Muhammadpur
पल्हनी,Palhani
ठेकमा,Thekama
तरवां,Tarwan
मेहनगर,Mehnagar
जहानागंज,Jahangirpur
सठियाव,Sathiaon
बिलरियागंज,Bilaria
अजमतगढ़,Azamgarh
पवई,Pawai
मार्टिनगंज,Martinganj
कोयलसा,Koilsa
अतरौलिया,Atraulia
अहिरौला,Ahiraula
बड़राव,Baragaon
घोसी,Ghosi
रतनपुरा,Ratanpura
दोहरीघाट,Dohrighat
फतहपुर मण्डाव,Fatehpur Mandawa
रानीपुर,Ranipur
कोपागंज,Kopaganj
मुहम्मदाबाद,Muhammadabad
परदहा,Paradaha
सीयर,Seer
बैरिया,Baira
पन्दह,Padeha
बासडीह,Basdih
बेरूआ बारी,Berua Bari
गड़वार,Gadwar
सोहांव,Sohaon
नवानगर,Nawabganj
नगरा,Nagara
चिलकहर,Chilkahar
रसड़ा,Rasra
दुबहड़,Dubhar
बेलहरी,Belhari
हनुमानगंज,Hanumanganj
मनियर,Manier
मुरली छपरा,Murli Chapra
रेवती,Revati
कासिमाबाद,Kasiabad
रेवतीपुर,Revatipur
मनिहारी,Maniari
देवकली,Devkali
जमानियां,Zamania
सैदपुर,Saidpur
सादात,Sadat
जखनियाँ,Jakhanian
बाराचवर,Barachwar
भदौरा,Bhadra
मरदह,Mardah
करण्डा,Karanda
विरनो,Virno
सकलडीहा,Sakaldeha
बरहनी,Barhani
नियमताबाद,Niyamtabad
चकिया,Chakia
चहनियां,Chahania
धानापुर,Dhanapur
शहाबगंज,Shahabganj
सेवापुरी,Sewapuri
चिरईगांव,Chiraigaon
आराजी लाइन्स,Araziline
पिण्ड्रा,Pindra
चोलापुर,Cholapur
काशीविद्यापीठ,Kashividyapith
हरहुआ,Harhua
धर्मापुर,Dharampur
बदलापुर,Badlapur
रामपुर,Rampur
मुफ्तीगंज,Muftiganj
डोभी,Dobhi
सिकरारा,Sikrara
मडियाहूँ,Madiahoo
सुजानगंज,Sujangarj
केराकत,Kerakat
सुइथा कला,Suitha Kala
सिरकोनी,Sirkoni
खुटहन,Khutthan
बरसठी,Barsathi
बक्शा,Baksa
करन्जा कला,Karnaj Kala
मछलीशहर,Machhlishahr
मुगराबादशाहपुर,Mugrabadshahpur
शाहगंज सोधी,Shahganj Sodhi
ज्ञानपुर,Gyanpur
औराई,Auraie
डीघ,Deegh
सुरियांवां,Suryawan
भदोही,Bhadohi
अभोली,Abholi
सीटी,City
कोन ( चील्ह ),Kon (Cheelh)
सीखड़,Seekhar
जमालपुर,Jamalpur
मझवाँ,Majhwan
हलिया,Haliya
पहाडी,Pahari
नरायनपुर,Narayanpur
छानबे,Chhanbe
राजगढ़,Rajgarh
पटेहरा कलाँ,Patehra Kalan
नगवाँ,Nagwan
वभनी,Vabhani
दुद्धी,Dudhi
चोपन,Chopan
राबट्र्सगंज,Robertsganj
घोरावल,Ghuraval
चतरा,Chatra
म्योरपुर,Myorpur
शेरपुर,Sherpur
सांचूल,Sanchool
सलेमपुर,Salempur
कल्लरपुर गुर्जर,Kallarput Gurjar
ढाका देई,Dhaka Dei
नौरंगपुर,Naurangpur
डकरावर कलां,Dakravar Kalan
उमाही कलां,Umahi Kalan
भांकला,Bhankla
देहरी,Dehri
घसौती,Ghasauti
जन्धेडा समसपुर,Jhandeda Samaspur
पहांसू,Pahansu
मदनूकी,Madanuki
नसरतपुर,Nasratpur
सढौली हरिया,Sadhauli Harya
सक्तपुर,Saktpur
बुड्ढाखेडा गुर्जर,Buddhakheda Gurjar
नैनखेडा,Nainkheda
घाटहेडा,Ghatheda
दुहारकी,Duharaki
उमरी खुर्द,Umri Khurd
पिलखनी,Pilkhani
उमरी कलां,Umari Kalan
अहमदपुर,Ahmadpur
हलगोवा,Halgowa
नन्दपुर,Nandpur
चर्रोह,Charroh
रामपुर ग्रामीण,Rampur Gramin
अम्बेहटा चांद,Ambehta Chand
मिर्जापुर,Mirzapur
टपरी,Tapri
कुतबा,Kutba
सहजी,Sahji
मियानगी,Miyangi
सम्बलहेडी,Sambhalhedi
कुराली,Kurli
गुडम्ब,Gudamb
सुभरी,Subhri
हुसैनपुर,Hussainpur
चकवाली,Chakwali
शिवदासपुर,Shivdasspur
मुण्डीखेडी,MundiKhedi
हरडेकी,HardeKi
टिपरा,Tipra
सिरसली कलां,Sirsali Kalan
सिरसली खुर्द,Sirsali Khurd
हबीबपुर तपोवन,Habibpur Tapovan
शेरपुर पेलो,Sherpur Pello
शाहपुर गाडा,Shahpur Gada
मिर्जापुर पोल,Mirzapur Pol
मायापुर रूपपुर,Mayapur Rooppur
फैजाबाद,Faizabad
कासमपुर पाडली,Kasampur Padli
फतेहपुर,Fatehpur
नुरपुर भरावड,Nurpur Bharavad
रहना,Rahna
पाडली ग्रन्ट,Padli Grant
मलकपुर,Malakpur
रायपुर,Raipur
महमुद मजरा,Mahmud Mazra
सिकन्दरपुर,Sikanderpur
शाहरपुर बांस,Shaharpur Bans
महमूदपुर नगली,Mahmudpur Nagli
सैद मौ ० पुरगढ,Said Mau 0 Purgad
मढती,Madahi
खेड़ी,Kheri
अकबरपुर बांस,Akbarpur Bans
असलमपुर बर्था,Aslampur Bartha
धौलरा,Dhaula
लतीफपुर भूड,Latifpur Bhud
नानौली,Nanauli
नुनयारी,Nunayari
तिडफवा,Tidfawa
कांसेपुर,Kansepur
शेखपुरा,SheikhPura
चक खिजरपुर,Chak Khijarpur
सलेमपुर गदा,Salempur Gada
रसूलपुर,Rasulpur
लोदीपुर,Lodipur
इसहाकपुर चैची,Isakpur Chechi
मरवा,Marwa
सुलतानपुर माली,Sultanpur Mali
दवकौरा,Davkora
रोगला हथौली,Rogla Hatoli
हरिपुर,Haripur
चाटकी,Chatki
टोडरपुर,Todarpur
रूहालका,Ruhalka
कादरपुर,Kaderpur
उसण्ड,Usand
रतनपुर कल्याणपुर,Ratanpur Kalyanpur
पठानपुरा,PathanPura
मुर्तजापुर,Murtazapur
अब्दुल्लापुर,Abdullahpur
शाहबुददीनपुर,Shahabuddinpur
साढौली भूड,Sadholi Bhud
आलमपुर,Alampur
साढौली कदीम,Sadholi Qadeem
हथौली,Hatoli
मीरपुर गन्देवड़,Mirpur Gandewad
