Name,Transliterated
जगतनगर एहतमाली,Jagatanagara Ehatamālī
कोहरा,Koharā
खुर्शीदाबेगम,Khursheedābegum
खिल्ली,Khili
मधुका देवी,Madhuka Devi
राम गुलाब,Ram Gulab
डयोढी,Dyodhi
सलेमपुरपढ़ीना,Salemarpurpadhina
अभिषेक विक्रम सिंह,Abhishek Vikram Singh
त्रिलोकी देवी,Triloki Devi
सत्यवानसिंह,Satyawansingh
दिघेड़ा,Digheda
दीपाली सिंह,Deepali Singh
भड़सार,Bhadsar
अनई,Anai
रेखा निषाद,Rekha Nishad
कुमार,Kumar
अजीजुलनिशा,Azizulnisa
देसही देवरिया,Desahi Dewaria
तरैनी,Taraini
जफ़रउद्दीन,Zafrauddin
टेड़वा महन्त,Terdwa Mahant
पन्तौरा,Pantaura
महिमा नगला,Mahima Nagla
किरनमुखी,Kiranmukhi
अनित कुमार सिंह,Anit Kumar Singh
माण्डा,Manda
कनेनी वेदरामपुर,Kaneni Vedrampur
मेरसूराम,Mersuram
लखनीमुबारकपुर,Lakhnimubarakpur
रामबेलास गुप्ता,Rambelas Gupta
लालपुर अयोघ्या,Lalpur Ayodhya
केवटलिया चौबे,Kevaltiya Chaube
गंगोत्री उर्फ गायत्री,Gangotri Urf Gayatri
मेहन्दीनगर जनूवी,Mehendinagar Januvi
आशा कुमारी सिंह,Asha Kumari Singh
परेवा धेनापुर,Parewa Dhenapur
जाता,Jata
करोमी,Karomi
बाल कृष्ण तिवारी,Bal Krishna Tiwari
राजीव कुमार नर्फ राजेश कुमार,Rajiv Kumar Naarf Rajesh Kumar
पिछूती,Pichhuti
मलेभुआ,Malebhua
शेषकुमारी,Sheskumari
सियाकत अली,Siyakat Ali
बिहका उर्फ पुरामुफती,Bihka Urf Puramufti
बलभरिया,Balbhariya
निजामपुर,Nizampur
रामपुर ता0 महराजपुर,Rampur TA0 Maharajpur
बरती देवी,Barti Devi
बनौरा परथम,Banaura Pratham
मण्डीमिर्जाखां,Mandimirzakh
धर्मदासखेडा,Dharmadaskheda
मुड़िया रतनपुरी,Mudiya Ratanpuri
ब्रह्मचारी,Brahmachari
सकली,Sakali
जकिया परवीन,Jakia Parveen
नेक्सु,Nexu
मनवरिया बोझा,Manwaria Bojha
पवही,Pahahi
दुर्गावती पत्नी कैलाश नाथ,Durgawati Patni Kailash Nath
न ० सलहदी,N 0 Salhadi
शिवबहादुर यादव,Shivbahadur Yadav
हिडौरा,Hidora
गंगीरी,Gangiri
डाबरा,Dabara
दमगढ़ा,Damgarha
लक्षिमनपुर कुंवर,Laxminpur Kunwar
गुलशनव्वर,Gulshanwwar
असरफपुर उसरहटा,Asarfur Usrahat
ध्रव नारायण यादव,Dharv Narayan Yadav
रेवटाखडग बहादुरशाही,Rewtakhadag Bahadur Shahi
पल्हना,Palhana
असालत नगर,Asalat Nagar
फत्तेहपुरदेव,Fattehpurdev
तरौना,Tarona
गरमा,Garma
प्रतापपुर कमैचा,Pratapur Kamaicha
नेतारी कला,Netari Kala
बेनी डिहवा,Beni Dihwa
मडलाई,Madlai
जलालपुर बेहटा,Jalalpur Behata
आफरीन बी,Afreen B
भिखारीपुरकलां,Bikharipurkalan
मेमौर,Memour
बलियवां,Baliyan
मुनेश्‍वर रावत,Muneshwar Rawat
गुलज़ार,Gulzar
तारापुर,Tarapur
सर्रोई,Sarroi
नींवकरोरी,Neewakarori
चरला निहोरी,Charla Nihori
खिडका जुनारदार,Khidka Junardhar
सांझक,Sanjhak
बाकरपुर,Bakarpur
सिवानकला,Siwankala
पिपरादीक्षित,Pipradikhsit
इस्माइलगंज,Ismailganj
लालूपुर बाड़,Lalupur Bar
गनीवा प्रसिद्धपुर,Ganiwa Prasiddhapur
लखा,Lakha
खुरशीदा खातून,Khursheeda Khatoon
महीमा देवी,Mahima Devi
रमापुर बझेडा,Ramapur Bazheda
मुझडरा उपाधयाय,Muzhdara Upadhyay
दहेली,Daheli
बिनावर,Binavar
ओम प्रकाश ,Om Prakash 
नीलम,Neelam
धर्मपुर टप्पा वैश्य,Dharampur Tappa Vaishya
बढपुरा शुमाली,Badhpura Shumali
मीरपुर दरियाबाद,Mirpur Dariyabad
परमनता,Parmanata
सफा,Safa
ओमती,Omti
बजीदा,Bajida
बहरी,Bahri
कमला शुक्ला,Kamla Shukla
गिरगिटिया,Girgitiya
मेदवा रघुवंशी,Medva Raghuvanshi
गुलाबचंद्र,Gulabchandra
नौव्वगांव दरियापुरमाफी,Nauvgaon Dariyapuramafi
कमसान,Kamsan
बिजगवां,Bijgawan
चांदाबुजुर्ग,Chandabujurg
रोवांरी,Rowari
तुरेहनीरज्जब,Turehneerajjab
मुरवा,Murwa
सुनीलकुमार सिंह,Sunil Kumar Singh
गमरहटा,Gamarhata
मेराज बानो,Meraj Bano
धरसनिया,Dharasaniya
लहरपट्टी लहर,Laharpati Lahar
आश कुमारी,Aash Kumari
बरही नेवादा,Barahi Nevada
रिहना बेगम,Rehana Begam
पिपरा रामलाल,Pipra Ramlal
बरोय,Baroy
सुसीलामिश्रा,Sushila Mishra
धौरहरा चौहान,Dhaurhara Chauhan
शाशिकुमारी,Shashikumari
पचायता,Pachayata
बेहडा थु,Behda Thu
कोटवा,Kotwa
इरसदा,Irsada
समस्तपुर कीरत,Samasthapur Keerat
कुलुमजुझारपुर,Kulunjhujarpur
रसमति,Rasamti
दुर्गपुर जरीफनगर,Durgpur Jarifanagar
खालीदपुर,Khalidpur
रोशनपुर,Roshanpur
सौसा,Sosa
सुलतानपुर आबाद,Sultanpur Abad
बलामऊ कला,Balamu Kala
अम्बिका शुक्ला,Ambika Shukla
दमोदरपुर,Damodarpur
खासौली,Khasauli
श्यामफेर,Shyampher
देवरिया गंगा,Deoria Ganga
खजुराराइज्जतपुर,Khajurajizzatpur
केदारपुर,Kedarpur
नौनसर,Naunsar
शिव बहादुर गिरि,Shiv Bahadur Giri
कान्हपुर,Kanhpur
मसिजदिया,Masijdiya
अन्शू कुमार,Anshu Kumar
नागल राजपूत,Nagal Rajput
गया देवी,Gaya Devi
खेड़ा खुर्द,Kheda Khurd
कसमण्डी खुर्द,Kasmandi Khurd
मढ़ी,Madhi
शैरपुर,Shairpur
कपरफोरवा,Kaparforwa
बल्लीपुर,Ballepur
अंसार महमूद,Ansar Mahmud
डांगरौल,Dangraul
स्माइलपुर,Smilepur
बिठौरा र्खुद,Bithaura Rkhud
मद्दुपुर उमरवल,Maddupura Umraval
मौ0 पुर पस्तौर,Mau0 Pur Pastaur
मसगवां,Masgawan
खरचौला नान ०,Kharchaula Nanka
फतेहपुर पुठी,Fatehpur Puthi
मई हुसैनपुर खाम,Mai Husainpur Kham
मलहिया,Malhiya
कोल्हण,Kolhan
सिरौली बॉगर,Siroli Bogar
गेसूपुर उत्तरी,Gesupur Uttari
लहडा,Lahda
सैमुलनिशां,Samulnishan
हरली नकपुर,Harli Nakpur
जहारसिंह,Jaharsingh
करीमुउद्दीनपुर,Karimuddinpur
कुमैदा,Kumaida
मुनीम दुबे,Munim Dubey
मदारपुर - नरायनपुर,Madarpur - Narayanpur
महरल्लीपुर,Mahrallipur
निली देवी,Nili Devi
बाचीपुर,Bachipur
बलेसरा,Balesra
शबी सिंह,Shabi Singh
कल्पना शर्मा,Kalpana Sharma
वजीरपुर थानपुर,Vazirpur Thanpur
जायशा,Jaesha
करुणाशंकर तिवारी,Karunashankar Tiwari
मसीढा,Masidha
बभनीखुर्द,Babhnikhurd
मुबारकपुर राठे,Mubarakpur Rathe
छूही,Choohi
गीतान्जली देवी,Gitanjali Devi
मोहिमुददीन,Mohimmuddin
रखौना,Rakhona
कोटरहा,Koteraha
शादीपुर कमरौआ,Shadipur Kamaraua
तिवडा जुनारदार,Tiwada Junardar
इन्दपाल वर्मा,Indpal Verma
होलूपुर,Holupur
पदुम प्रकाश,Padum Prakash
लोहरामऊ,Lohramau
साबिदा,Sabida
मधु तिवारी,Madhu Tiwari
करमाव,Karmav
अम्हेडा आदिपुर,Amheda Adipura
मनौना,Manouna
कन्नूपुर,Kannaupur
कमरनईक,Kamranaiaka
नाही ज्यानियां,Nahi Jyaniyan
हुड़री,Hudri
हड़ौरा,Harora
रिछोला किफायुल्ला,Richola Kifayullah
बासदेवपुर,Basdevpur
सौरान,Sauran
प्र्दुमन,Parduman
खनवा मितौरा,Khanwa Mitoura
सोमनाभार,Somnabahar
मौहम्मदपुर जादो,Mohammadpur Jado
गनेशपुर भाटान,Ganeshpur Bhatan
अरूवांव,Aruwan
सरायपोही,Saraipohi
ओमनरेष,Omnaresh
शाहीन फातिमा खां,Shahin Fatima Khan
अभिनाश सिंह,Abhinash Singh
अच्छो देवी,Achho Devi
घुसौली,Ghusauli
चकलालधर,Chakalaldhar
असेह,Aseh
अर्थाना,Arthana
अंसुजा मौर्या,Ansuja Maurya
श्यामबहादुर पटेल,Shyam Bahadur Patel
विहरोजपुर,Viharojpur
सहरस पाली,Sahars Pali
सरोज त्यागी,Saroj Tyagi
भदोई,Bhadohi
सेहरा मऊउत्तरी,Sehra Mau Uttari
जाकिया बेगम,Jakia Begum
बरौल,Barol
मो आदिल खान,Mo Aadil Khan
बजरहा सोनबरसा,Bajraha Sonbasa
नंगला नत्था बी.ए., Nangala Nattha B.A.
सुहेला,Suhela
जमुनिहा,Jamuniha
कमलेश कुमार कुशवाहा,Kamlesh Kumar Kushwaha
मन्सीहुननिश्ेा,Mansihunnish
जानकीपुर,Janakipur
काछी कला,Kacchi Kala
कटहादल नरायनपुर,Kathadal Narayanpur
जेठपुर,Jethpur
श्रीकान्तपुर उर्फ नारायणगढ़,Shrikantpur alias Narayangarh
पटटन,Pattan
सरायरांघव,Sarai Ranghv
भैलामऊ,Bhailamau
जॅ विशुनपुरा,Ja Vishunpur
रामपती ,Rampati
सिंह,Singh
रेवसड़ा,Revsra
लौवाडीह,Lauwadih
कउआसार,Kauasar
उमरी बड़ी,Umri Bari
चितौरी,Chitauri
खैरपुर वल्ली,Khairpur Valli
चन्दौखी,Chandaukhi
लोदीपुर बंजरा,Lodipur Banjara
बिजना,Bijna
बहियारी कलां, Bahiyarikala
कानीगढी,Kanigadhi
सरांयबंशी, Saryanshi
छपिया माफी,Chhapia Mafi
कटोरवा,Katorva
मिचकी,Michki
अंजुम खातून,Anjum Khatun
कमरूद्दीननगर,Kamruddinnagar
लैन,Laian
सकरौडी,Skaraudi
रमवापुर नानकार,Ramwapur Nankaar
गुरगवां,Gurgavan
पूरेदीन नामगढ़,Puredin Namgarh
प्यासा,Pyaasa
गुरूगावां ऐतमाली,Gurugavan Aitamali
अकुबा,Akuba
अमता सिंह गौजम,Amata Singh Gaujam
महराजा देवी,Maharaja Devi
खेवली,Khevoli
कै मार,Kai maar
सोनू खान,Sonu Khan
प्रेमशंकर मिश्रा,Prem Shankar Mishra
विरनइया,Viraniya
बांकीपुर,Bankipur
छत्रपाल सिंह,Chatrapal Singh
आमना,Amana
सरांयचन्द्रभानउर्फ ओ, Saranchandrabhan Alias ​​O
आमाभुइलापार,Aamabhuilapaar
जगमलजोत,Jagmaljot
गगसरा,Gagsara
ततायर खुर्द,Tatair Khurd
बनकटा पश्चिमी,Bankata Paschimi
गिदहा धनहा,Gidha Dhanha
मोतीचन्द्र प्रसाद,Motichandra Prasad
खरहटिया,Kharhatiya
सलारपुरकला,Salarpur Kala
बंगलहा कुटी,Bangalha Kuti
चौहान पट्टी,Chauhan Patti
भदावं,Bhadawan
सिखेडा मुरादाबाद,Sikheda Muradabad
सौहरा खुर्द,Sahora Khurd
निशी गुप्ता,Nishi Gupta
निबई,Nibai
गौसिया खातून,Gausia Khatoon
महिला शान्ती देवी,Mahila Shanti Devi
लुहारी खेड़ा,Luharhi Khera
धनवतिया,Dhanwatiya
नौरंगाबाद,Naurangabad
पटटी नवादा,Patti Nawada
लाला नगला,Lala Nagla
तिजौरा,Tijaura
तिर्रेमनोरमा,Tirremanorama
चौखडिया,Chaukhadia
हिरौली कुतुबनगर,Hirauli Qutubnagar
दुर्गवलियां,Durgwaliyan
मिलक वमनपुरी,Milk Wamnpuri
राठी,Rathi
चन्दोली,Chandauli
थुम्हवा,Thumhwa
शौकत खान,Shaukat Khan
मीरदासपुर,Mirdaspur
जब्दा,Jabda
बलुआ भवानी बख्स सिह,Baluwa Bhavani Baksh Singh
नसी दुनिशा,Nasi Dunisha
अंगूरी बाई,Angoori Bai
मुड़िया नरायन,Mudiya Narayan
रघुनाथपुर तेंदुवा,Raghunathpur Tenduwa
भइया राम सिंह,Bhaiya Ram Singh
ज्ञानपुर सिसौना,Gyanpur Sisouna
रणदेवी,Ran Devi
मल्हपुर,Malhpur
संजय कुमार सरोज,Sanjay Kumar Saroj
चक इमाम अली,Chak Imam Ali
ज्योति पाल,Jyoti Pal
लिहा आलमपुर,Liha Alampur
भडसर नरायन,Bhadresar Narayan
लौटन मौर्य,Louten Maurya
सिरसा दोगढ़ी,Sirsa Dogadhi
सालेहपुर,Salehpur
हाजराखातून,Hajrakhatoon
मसोढा,Masodha
विशनूपुर,Vishnupur
धन्तोरिया,Dhantoriya
गढी रम्मपुरा,Garhi Rammura
ब्राहिमपुर निजामपुर,Brahhimpur Nizampur
खमरिया पण्डरी,Khamariya Pandari
बम्बावड,Babawad
डीह कैथौली,Dih Kaithauli
रियासत खाँ,Riyasat Khan
सतरापुर,Satrapur
गजईपुर,Gajipur
जमरौली,Jamrauli
बेहटा जंगल,Behtha Jungle
परासा उरफ सिरसिया,Parasa Urf Sirsiya
देवी शंकर शुक्ला,Devi Shankar Shukla
हथियागढ़वा,Hathiyagarhwa
सडवा खुर्द,Sadwa Khurd
सराय खजूर,Sarai Khajur
सुरनिया,Suraniya
खेमकरनपुर,Khemkaranpur
सरोेज शाक्‍य,Saroj Shakya
हरीनगर ग्रन्ट,Harinagar Grant
सुमनदेयी,Sumandeyi
तरौली,Tarauli
जालिम नगर,Zalim Nagar
कुढ़ा,Kudha
गुन्जा गुप्ता,Gunja Gupta
दियरा,Diyara
मुहम्मदाबाद सिपाह,Muhammadbad Sipah
पतरेंगवा,Patrengwa
सुबास चंद्र,Subas Chandra
बेलउवावरियारपुर,Belauwawariyarpur
मड़नई,Madanai
घनौती,Ghanauti
न वेरु,N Veru
सरायं नेतामऊ,Sarayam Netamau
मैनुद्दीनखां,Mainuddin Khan
गुरवा,Gurwa
बराल,Baral
फिरोजपुर तरहर,Firozpur Tarhar
रौली बौरी,Rauli Bouri
पड़ोरा,Padora
पिपरा पट्टी बहोरापुर,Pipra Patti Bahoraur
पिपराही,Piprahi
मझरिया,Majhariya
सुल्तानीपुर,Sultanipur
धरथनियां,Dharathaniya
मीरपुर तिरवाह,Mirpur Tirwah
वरतारा,Varatara
सिंधरावती,Sindhrawati
कुरथल,Kurthal
दुर्गेश कुमार शर्मा,Durgesh Kumar Sharma
प्रशांत सिंह,Prashant Singh
सवरून निशा,Saroor Nisha
नौकाछपरा,Naukachhapra
सुरेन्द्र कुमार पाल,Surendra Kumar Pal
बागर,Bagar
देवलखा,Devalkha
हर्रैया मिश्र,Harraiya Mishra
निधिनगर,Nidhinagar
खैलम देहजागीर,Kailm Dehjagir
लछिया दवरिया,Lachhia Dwariya
कंजा सराय गुलामी,Kanja Sarai Gulami
नूरामल चौधरी,Nuramal Choudhary
ओदराहना,Odrahana
अरबाब अहमद,Arbab Ahmad
सालेहनगर,Salehnagar
साहिबापुर,Sahibapur
मेवली खुर्द,Mewli Khurd
इमिलिया गंगापुर,Emilia Gangapur
महारबुजुर्ग,Maharbujurg
धौरइल,Dhaurril
ब्रहमश्री,Brahmshri
बेलभार,Belbhar
बाहाउददीनपुर,Bahauddinpur
चटिया,Chatia
खिरीडीहा,Khiridiha
चन्दुर्रा,Chandurra
बहोरणपुर कलॉ,Bahoranpur Kalan
आैंग,Aong
गन्थरी शाहपुर,Gantheri Shahpur
कोलाखेडी,Kolakhedi
सारदादेवी,Saradadevi
भरापुरा,Bharapura
नगरिया सादात,Nagaria Sadat
भलवॉ,Bhalwar
रसूलपुर बकेवर,Rasulpur Bakewar
द्वारिकापुर जट्ट,Dwarikapur Jatt
जमधरा,Jamdhara
रीना पचौरी,Reena Pachouri
रूपपुर,Ruppur
घाटेहडा,Ghattehda
कमालपुर महमुदिया,Kamalpur Mahmudia
हुकुचन्द्र,Hukuchandra
मुहम्मदपुर फेटी,Muhammadpur Feti
ज्ञानपुर बरहा,Gyanpur Barha
फफराना,Fafrana
अरूणवीर सिंह,Arunveer Singh
नाउमुणडा,Naumunda
तेजेंद्र कुमार,Tejendra Kumar
हरिहरपुर बलैया,Hariharpur Balaiya
वित्तन यादव,Vittan Yadav
नीलम साहनी,Neelam Sahni
सराय लीलाधर उर्फ बरचनपुर,Sarai Leeladhar urf Barachanpur
अखिलेश उर्फ अखिलेश कुमार,Akhlesh urf Akhlesh Kumar
डिडवारी उर्फ चितौडा,Didwari urf Chitouda
मंगरौलकलां,Mangrolakalan
रविन्द्र नाथ पुत्र जगर न,Ravindra Nath putra Jagar n
बबीता देवी,Babita Devi
नथवा,Nathwa
माल का पुरवा,Mal ka Purava
धरा,Dhara
सितारेलाल बिन्द,Sitaarelal Bind
कोरियों,Koriyon
पवना,Pawana
धमैडा कीरत,Dhameda Kirat
नवका गाँव,Nawaka Gaon
मो ० मोविन,Mo 0 Movin
कैलाश चौधरी,Kailash Chaudhary
समिरुल,Samirul
सत्यदेव त्रिपाठी,Satydev Tripathi
पन्ना पत्नी पंचम,Pannal Patni Pancham
सहार,Sahar
स्यारमऊ,Syarmaau
ऊंचागांव,Unchagaon
तिरकारा दौलतपुर,Tirkaara Daulatpur
भिन्डौलिया,Bhindolia
काछा,Kachha
सोमई,Somai
राम लौट,Ram Laut
मवई ठाकुरान,Mawai Thakuran
खानपुर मोहिद्दीनपुर,Khanpur Mohiddinpur
दरगवां,Dargwaan
श्यामा पत्नी श्यामनरायन,Shyama Patni Shyamnarayan
बढईपुरवा उरफ गौरी,Badhaipurwa urf Gauri
अतरहर,Atarhar
मााुरी देवी,Maauri Devi
पिपरा निंगाही,Pipra Ningaahi
हरैयानानकार,Haraiaanakar
सुरज बक्स,Suraj Bakas
मुहम्मदाबाद,Muhammadabad
वारीगाँव,Warigaon
मामुरपुर देदवा,Mamurpur Deda
नीरज भारती,Niraj Bharati
जोगिया जूड़ी कुइवा,Jogia Joodi Kuina
मैनूद्दीनपुर,Mainuddinpur
भिलौराकाजी,Bhilourakaji
आनन्द नरायन,Aanand Narayaan
