Name,Transliterated
बरखा,Barkha
गुरमैल सिंह,Gurmail Singh
गुरवन्त कोर,Guravant Kor
सतनाम सिंह,Satnam Singh
बक्शीश सिंह,Bakhshish Singh
जगीर कौर,Jagir Kaur
सुनीता,Sunita
राजिन्द्र सिंह,Rajinder Singh
मंगत सिंह,Mangat Singh
भुरा सिंह,Bura Singh
अजमेर कौर,Ajmer Kaur
किशन सिंह,Kishan Singh
गुरप्रीत कौर,Gurpreet Kaur
गुरदीप कौर,Gurdeep Kaur
जसवीर सिंह,Jasvir Singh
वालदेव सिंह,Valdev Singh
जगीर सिंह,Jagir Singh
नछतर,Nachhatar
कृष्णा कौर,Krishna Kaur
जगदीश सिंह,Jagdish Singh
सलिंदर,Salinder
जसबीर,Jasbir
औमी सिंह,Aumi Singh
सोनम्प्रीत कौर,Sonampreet Kaur
राजु सिंह,Raju Singh
दीप कौर,Deep Kaur
बाबु सिंह,Babu Singh
कैलाश रानी,Kailash Rani
सुरेश कुमार,Suresh Kumar
अमरिन्द्र सिंह,Amarinder Singh
हेमलता,Hemlata
कंचन,Kanchan
रुपाली,Rupali
निधि,Nidhi
सुनीता देवी,Sunita Devi
बिन्दु,Bindu
निर्मला देवी,Nirmala Devi
रमेश कुमार,Ramesh Kumar
बलविन्‍न्द्र कौर,Balvinder Kaur
कुलदीप सिंह,Kuldeep Singh
ममता रानी,Mamta Rani
श्री देवी,Shri Devi
सुनील कुमार,Sunil Kumar
सीता राम ठाकुर,Seeta Ram Thakur
कमलजीत सिंह,Kamaljeet Singh
विष्णु कुमार,Vishnu Kumar
हरमनजीत सिंह,Harmanjeet Singh
विशाल,Vishal
मोहन लाल,Mohan Lal
सोनिया देवी,Sonia Devi
बलदेव कुमार,Baldev Kumar
कुलविंदर कुमार,Kulwinder Kumar
सोनू देवी,Sonu Devi
पीरा राम,Pira Ram
केशरो,Kesharo
बलेविंद्र,Balevinder
अजमेर सिंह,Ajmer Singh
कुलवंत कौर,Kulwant Kaur
कमलेश रानी,Kamlesh Rani
ऊषा रानी,Usha Rani
बुल्वंत सिंह,Bulwant Singh
अमर बहादुर सिंह,Amar Bahadur Singh
कुलदीप कौर,Kuldeep Kaur
यशपात्र,Yashpatra
कलावती देवी,Kalavati Devi
कुलविन्द्र कौर,Kulvinder Kaur
सिम्पी,Simpy
परमिन्द्र पौल,Paraminder Paul
गुरप्रशाद,Gurparshad
राजिंदर सिंह,Rajinder Singh
कृष्ण लाल,Krishna Lal
सुरिंद्र नाथ,Surinder Nath
चरनजीत कौर,Charanjeet Kaur
बलविनन्‍्द्र,Balvinder
सन्‍्दीप कुमार,Sandip Kumar
मोनिश कुमार,Monish Kumar
पुत्ती देवी,Putti Devi
नेहा,Neha
जतिन्दर कुमार,Jatinder Kumar
किरण ज्योति,Kiran Jyoti
प्रेम लता,Prem Lata
कशमीर नाथ,Kashmir Nath
लखबीर सिंह नाथ,Lakhbir Singh Nath
रेनू बाला,Renu Bala
मीना देवी,Meena Devi
नैब सिंह,Naib Singh
गीता रानी,Geeta Rani
इन्द्रजीत कौर,Inderjit Kaur
अंजु,Anju
शिव चरण,Shiv Charan
कमला देवी,Kamla Devi
राजू देवी,Raju Devi
संदीप कुमार,Sandeep Kumar
परदीप कुमार,Pardeep Kumar
जवाहर,Jawahar
गुरसेवक सिंह,Gursevak Singh
सतपाल,Satpal
बलेंविंद्र,Balevindr
अजय कुमार,Ajay Kumar
राज बाला,Raj Bala
सुषमा,Sushma
मनीषा,Manisha
कुलवंत सिंह,Kulwant Singh
राधे शाम,Radhe Shyam
जगा सिंह,Jaga Singh
साहिब जादी,Sahib Jadi
सोमा सिंह,Soma Singh
संतोष कुमारी,Santoshi Kumari
प्रवीन सिंह,Pravin Singh
हर्मेश सिंह,Harmesh Singh
हरप्रीत कौर,Harpreet Kaur
रूपेश कुमार,Rupesh Kumar
भूपिंद्र सिंह,Bhupinder Singh
सीतो देवी,Sita Devi
बलकार सिंह,Balkar Singh
दयाल चन्द,Dayal Chand
सुखविनन्‍्द्र कौर,Sukhwindar Kaur
अमरीक सिंह,Amreek Singh
बरखा रानी,Barkha Rani
वीणा,Veena
काकी,Kaki
विशाल बदलन,Vishal Badlan
भगत सिंह,Bhagat Singh
सत्या देव,Saty Dev
कौशल्या रानी,Kaushalya Rani
हरमीत कौर,Harmeet Kaur
गुरबक्श सिंह,Gurbux Singh
अनिल,Anill
जसविन्‍न्द्र सिंह,Jasvindra Singh
लखविनन्‍्द्र सिंह,Lakhvindra Singh
Hoo,Hoo
राधे श्याम,Radhe Shyam
किरणदीप,Kirandeep
परमजीत सिंह,Paramjit Singh
सतविंदर कौर,Satvinder Kaur
नरिंदर सिंह,Narinder Singh
मनप्रीत कौर,Manpreet Kaur
राम पिआरी,Ram Piari
सिंदर कौर,Sinder Kaur
हरबंस सिंह,Harbans Singh
ईँंदर कौर,Eender Kaur
भुपिन्द्र सिंह,Bhupinder Singh
गुरबचन सिंह,Gurbachan Singh
सुखविन्द्र सिंह,Sukhvinnder Singh
जगतार सिंह,Jagtar Singh
सलिन्द्र सिंह,Salinder Singh
नाजर सिंह,Najar Singh
शानती सिंह,Shantee Singh
तरसेम सिंह,Tarseem Singh
मेहमा राम,Mehma Ram
मसत सिंह,Mast Singh
बहादर सिंह,Bahadur Singh
किरना,Kirna
दलबारा सिंह,Dalbara Singh
नीता कौर,Neta Kaur
सिंगारा सिंह,Singara Singh
प्रमोद कुमार,Pramod Kumar
काबल सिंह,Kabal Singh
रुलदा सिंह,Rulda Singh
सत्या,Satya
जोगा सिंह,Joga Singh
शीदो,Sheedo
गुरदेव कौर,Gurdev Kaur
सावित्री,Savitri
जसवन्त सिंह,Jaswant Singh
Alar,Alar
लखबीर कौर,Lakhbir Kaur
शिन्दर कौर,Shinder Kaur
बबलु सिंह,Bablu Singh
धर्मबीर सिंह,Dharambeer Singh
मुर्तीन कौर,Murteen Kaur
परवीन,Parveen
छोटा सिंह,Chhota Singh
आरती,Aarti
मोहन सिंह,Mohan Singh
निक्‍का सिंह,Nikka Singh
गुरतेज कौर,Gurtej Kaur
हरनाम सिंह,Harnam Singh
वजीर सिंह,Wazir Singh
राम चन्द्र,Ram Chandra
अशोक कुमार,Ashok Kumar
राजबीर सिंह,Rajbir Singh
अमित कुमार,Amit Kumar
प्रभु सिंह,Prabhu Singh
मुंदर कौर,Munder Kaur
अजैब सिंह,Ajaib Singh
नरिन्द्र कौर,Narinder Kaur
भाग सिंह,Bhag Singh
सीमा,Seema
राकेश मसीह,Rakesh Masih
शिवानी,Shivani
नवी शेर,Navi Sher
राम धन,Ram Dhan
जीवन बाला,Jeevan Bala
कमल रानी,Kamal Rani
सुशीला,Sushila
नारंग राम,Narang Ram
जरनैल सिंह,Jarnail Singh
हरजिंदर कौर,Harjinder Kaur
नीलम,Neelam
गूरमीत कौर,Gurmeet Kaur
अमन,Aman
समशेर सिंह,Samsher Singh
शुभाष शर्मा,Subhash Sharma
बीरमती देवी,Birमति Devi
अजीत सिंह,Ajit Singh
संजीत,Sanjit
मनजीत सिंह,Manjit Singh
संतोष,Santosh
जसबीर कौर,Jasbir Kaur
भूपिंद्र कौर,Bhupinder Kaur
परविंदर कौर,Parvinder Kaur
ममता देवी,Mamta Devi
परबीन कौर,Parbeen Kaur
तारा सिंह,Tara Singh
स्वर्णजीत,Swarnajit
किरण,Kiran
रीतू बाला,Ritu Bala
गिना,Gina
नवनीत कौर,Navneet Kaur
गुल हैदर,Gul Haider
तौसीफ बानो,Tausif Bano
मोहम्मद एजाज,Mohammad Ejaz
पयम हैदर,Payam Haider
शबी हैदर,Shabi Haider
सफिना बानो,Safina Bano
नवीद हैदर,Naveed Haider
जोगिन्दर कौर,Joginder Kaur
ब्रिज पल,Bridge Pal
मंजीत कौर,Manjeet Kaur
नरेश कुमार,Naresh Kumar
रेखा देवी,Rekha Devi
तोशी,Toshi
मंगा सिंह,Manga Singh
बिल्लु,Billu
जरनैल कौर,Jarnail Kaur
प्रीटी,Preeti
सुखविंदर सिंह,Sukhwinder Singh
तरलोचन कौर,Tarlochan Kaur
लखविन्‍न्दर सिंह,Lakhvinder Singh
लवजिंदर कौर,Lavjinder Kaur
बरिन्द्र कौर,Barinder Kaur
जगंदीप कौर,Jagandeep Kaur
तोता राम,Tota Ram
गुरविंदर कौर,Gurvinder Kaur
वरिंदर सिंह,Varinder Singh
मोहिन्द्र कौर,Mohinder Kaur
महेश कुमार रॉय,Mahesh Kumar Roy
कुलविन्द्र सिंह,Kulwinder Singh
ममता रॉय,Mamta Roy
मिनी रॉय,Mini Roy
सिम्मी रॉय,Simmi Roy
लखवीर कौर,Lakhwir Kaur
मनिन्द्र सिंह,Maninder Singh
गुरजंट सिंह,Gurjant Singh
जसप्रीत कौर,Jaspreet Kaur
हरजिन्द्र पाल,Harjinder Pal
तजिन्द्र कौर,Tajinder Kaur
रणधीर सिंह,Randhir Singh
गगनदीप सिंह,Gagandeep Singh
कबील हुसैन,Kabir Hussain
मलकित कौर,Malkiat Kaur
विमल,Vimal
नौरयूही,Nauryuhi
भजन कौर,Bhajan Kaur
राकेश कुमार,Rakesh Kumar
प्रभु दयाल,Prabhu Dayal
लक्ष्मी देवी,Laxmi Devi
रेशमा,Reshma
डिम्पल,Dimple
जावेद अख्तर,Javed Akhtar
मंजू धीमान,Manju Dhiman
लखविन्द्र सिंह,Lakhvinder Singh
सुनीता धीमान,Sunita Dhiman
कोमल,Komal
पुष्पा देवी,Pushpa Devi
राम प्यारी,Ram Pyari
हरचरनजीत सिंह भाटिया,Harcharanjeet Singh Bhatia
सुभाष राम,Subhash Ram
सरदारा राम,Sardara Ram
भिंडर कौर,Bhinder Kaur
नरेन्द्र कौर,Narendra Kaur
मनीष कुमार,Manish Kumar
हरलक सिंह,Harlak Singh
बलजिन्द्र कौर,Baljinder Kaur
दया कृष्ण,Daya Krishna
सरदारा सिंह,Sardara Singh
माया देवी,Maya Devi
काका राम,Kaka Ram
कमलेश कुमारी,Kamlesh Kumari
सुपिन्द्र कोर,Supinder Kor
मदन गोपाल,Madan Gopal
हरबन्स कौर,Harbans Kaur
मीत सिंह,Meet Singh
जेतिंद्र कुमार,Jetinder Kumar
वरिन्द्र सिंह,Varinder Singh
मोहम्मद नसीम,Mohammad Naseem
संदीप,Sandeep
मो. नफीस,Mo. Nafees
यास्मीन,Yasmeen
मुजीब रहमान,Mujib Rehman
मो. सईद,Mo. Saeed
प्रतीक धीमन,Pratik Dhiman
प्रिक्षा,Priksha
रुपिका,Rupika
उपासना,Upasana
जसविंदर सिंह,Jasvinder Singh
रोजी,Rozy
अखिल कुमार सिंह,Akhil Kumar Singh
गुलशन,Gulshan
शाम लाल,Sham Lal
मधु बाला,Madhu Bala
राजेंद्र खनाल,Rajendra Khanal
रेनू खनाल,Renu Khanal
अमिता,Amita
निशांत,Nishant
अश्वनी कुमार कालिया,Ashwani Kumar Kalia
अविनाश रानी,Avinash Rani
अवधेश कुमार पाल,Awadhesh Kumar Pal
प्रतिभा पाल,Pratibha Pal
प्रीती,Preeti
परवेज आलम अंसारी,Parvez Alam Ansari
जसकरण वर्मी,Jaskaran Varma
रामू,Ramu
माधुरी,Madhuri
विजय कुमार,Vijay Kumar
दयाल कौर,Dayal Kaur
परवीत कुमारी,Parveet Kumari
टहल सिंह,Tahel Singh
हरबंस कौर,Harbans Kaur
तेजिंदर कौर,Tejinder Kaur
बलेविंद्र सिंह,Balevinder Singh
सतपाल सिंह,Satpal Singh
मलकियत सिंह,Malkiat Singh
गुरमीत कोर,Gurmeet Kor
ज्योति वर्मा,Jyoti Varma
मोहिन्द्र सिंह,Mohinder Singh
खुशप्रीत सिंह,Khushpreet Singh
जसमीत कौर,Jasmeet Kaur
युसूफ,Yusuf
राम स्वरुप,Ram Swarup
रेनू चौहान,Renu Chouhan
नरेश कुमार राणा,Naresh Kumar Rana
कृष्ण चंद,Krishan Chand
राशिंदर कौर,Rajinder Kaur
सुरिंदर कौर,Surender Kaur
चरणजीत कौर,Charanjeet Kaur
अभिषेक,Abhishek
रविन्द्र सिंह,Ravindra Singh
सतिंदर कौर,Satinder Kaur
जमालदीन,Jamaldeen
हबीब दीन,Habeeb Deen
गुलजारो,Guljaro
रियाज़ राजू,Riyaz Raju
राशमा बेगम,Rashma Begum
अब्दुल जबर,Abdul Jabar
मुस्तरी,Mustari
नूर आलम,Noor Alam
नसीर अहमद,Nasir Ahmed
मुर्तजा,Murtaja
यामीन,Yameen
सीमा रानी,Seema Rani
यसीन खां,Yaseen Khan
मेहताब बेगम,Mehtab Begum
नूर दीन,Noor Deen
रजिया,Razia
अब्दुल लतीफ़,Abdul Latif
लाबो,Labo
साधु खां,Sadhu Khan
खलील अहमद,Khalil Ahmed
नसीमा बेगम,Nasima Begum
रकीना बेगम,Rakina Begum
असरार,Asrar
समसुदीन,Samsuddin
मोहमद हारून,Mohamad Haroon
सफीया खातून,Safiya Khatoon
सहनाज,Sanahja
सिद्धार्थ शेरा,Siddhart Hera
मुकेश कुमार,Mukesh Kumar
प्रदीप सिंह,Pradeep Singh
नीतू,Neetu
विनोद कुमार,Vinod Kumar
जतिनन्‍्द्र कुमार,Jatindra Kumar
हेम राज,Hem Raj
तरसेम लाल,Tarsem Lal
शाहरूख खान,Shah Rukh Khan
राज किशन,Raj Kishan
किरण कुमारी,Kiran Kumari
विनोद,Vinod
रिशु रानी,Rishu Rani
रोहित,Rohit
सोनिया वर्मा,Sonia Verma
कुलबीर सिंह,Kulbir Singh
कमलप्रीत कौर,Kamalpreet Kaur
अमन शमी,Aman Shami
मदन लाल,Madan Lal
दलबीर सिंह,Dalbir Singh
दविंदर कौर,Davinder Kaur
प्रदीप कुमार,Pradeep Kumar
गुरजीत कौर,Gurjit Kaur
गोलडी शर्मा,Goldi Sharma
ज़ान देवी,Jan Devi
Udel HAR ANGST,Udel HAR ANGST
अमिता भारद्वाज,Amita Bhardwaj
शिखा भारद्वाज,Shikha Bhardwaj
निशा भारद्वाज,Nisha Bhardwaj
दीपक भारद्वाज,Deepak Bhardwaj
शुभम भरद्‌वाज,Shubham Bhardwaj
बिमला,Bimla
कमल देव,Kamal Dev
हनी कुमार,Honey Kumar
सुखवंत राम,Sukhvant Ram
प्रकाश,Prakash
द्रोपती देवी,Draupadi Devi
कमल सिंगला,Kamal Singla
सन्त राम गुप्ता,Sant Ram Gupta
माया गुप्ता,Maya Gupta
स्वामी शरण गुप्ता,Swami Sharan Gupta
बाला देवी,Bala Devi
दर्शन लाल,Darshan Lal
जोगिन्द्र कोर,Joginder Kor
बृज कुमार,Brijesh Kumar
अजु गुप्ता,Aju Gupta
चंद रानी,Chand Rani
गुरप्रशाद गुप्ता,Guruprasad Gupta
खेविंद्र सिंह,Khevindra Singh
सुशील कुमार,Sushil Kumar
राधा रानी,Radha Rani
बिकार सिंह,Bikar Singh
सुमीत कुमार,Sumeet Kumar
सारिका,Sarika
मीनु,Meenu
परमोद कुमार,Paramod Kumar
सुभाष चन्द्र,Subhash Chandra
शशि कुमार,Shashi Kumar
कमलजीत कौर,Kamaljit Kaur
अनुराधा,Anuradha
ओम पती,Om Pati
राम लाल,Ram Lal
कृष्ण गोयल,Krishna Goyal
सुरिन्द्र कुमार,Surinder Kumar
कली राम,Kali Ram
अनिल कुमार,Anil Kumar
रविन्द्र कौर,Ravinder Kaur
सुन्‍्नी कुमार गोरे,Sunny Kumar Gore
मुनीश कुमार,Munish Kumar
निशा गोरे,Nisha Gore
सपना कुमारी,Sapna Kumari
सरस्वती,Saraswati
शियाम लाल,Shyam Lal
अमरजीत सिंह,Amarjit Singh
सुमन लता,Suman Lata
निशान सिंह,Nishan Singh
सुमन कुमारी,Suman Kumari
परमिंदर कौर,Parminder Kaur
राकेश HAR,Rakesh HAR
मोहद अहसान,Mohammad Ahsan
रुबीना,Rubina
नाज्बी,Nazbi
दलबीर कौर,Dalbir Kaur
अमनदीप सिंह,Amandeep Singh
जसमीन,Jasmin
पुष्पेन्द्र कुमार,Pushpender Kumar
रश्मी,Rashmi
यश्प्रीत कौर,Yashpreet Kaur
सुरिंदर कुमार,Surinder Kumar
आसा रानी,Asa Rani
बिक्रम अब्बास,Bikram Abbas
लक्ष्मी,Laxmi
भाग चन्द,Bhag Chand
जसविंदर कौर,Jaswinder Kaur
दीपक,Deepak
क्रिशन लाल,Krishan Lal
परभा रानी,Prabha Rani
राम किसन,Ram Kishan
अवतार कौर,Avtar Kaur
रजनी रानी,Rajni Rani
अश्वनी कुमार,Ashwani Kumar
पूनम रेखा,Poonam Rekha
हरबन्स सिंह AO,Harbans Singh AO
हरमिंदर कौर मठारु,Haraminder Kaur Matharu
रामपाल किशोर,Rampal Kishore
शमा,Shama
नितिन मथारू,Nitin Matharu
देविका,Dewika
जतिन मथारू,Jatin Matharu
वरुण,Varun
पललवी मथारू,Pallavi Matharu
सुभाष चंद,Subhash Chand
कुलवीर कौर,Kulvir Kaur
लखवीर सिंह,Lakhvir Singh
जगदीप कौर,Jagdeep Kaur
लखविन्द्र कौर,Lakhvinder Kaur
मीना कुमारी,Meena Kumari
हरपाल सिंह,Harpal Singh
सीता देवी,Sita Devi
रघुबीर सिंह,Raghubir Singh
पाल चंद,Pal Chand
कुसुम लता,Kusum Lata
सुरिंद्र कुमार,Surinder Kumar
सत्या देवी,Saty`a Devi
पुष्पा रानी,Pushpa Rani
हरकेश कुमार,Harkesh Kumar
कृष्ण कुमार,Krishna Kumar
रशमी,Rashmi
डोली,Dolly
उमेश कुमार,Umesh Kumar
रमनदीप,Ramandeep
राज कुमारी,Raj Kumari
रोहताश शर्मी,Rohitash Sharma
afar Be,Afar Be
पूजा शर्मा,Pooja Sharma
जुलफान अहमद,Julfan Ahmed
शेनाज,Shehnaz
जगजीत कुमार,Jagjit Kumar
परमिंद्र कुमार,Parminder Kumar
सतपालर,Satpalar
दिया रानी,Diya Rani
दलजीत कौर,Daljit Kaur
सुरिदर सिंह,Suredr Singh
तलविनन्‍्द्र सिंह,Talvinder Singh
शक्ति कुमार,Shakti Kumar
पिन्की,Pinky
धर्मान्द्र सिंह,Dharamander Singh
शिव राज,Shiv Raj
रजनी बाला मथारू,Rajni Bala Matharu
HAM A AN,HAM A NAN
राधा जैसवाल,Radha Jaiswal
राम किशन वर्मा,Ram Kishan Verma
नरगिस,Nargis
कर्मजीत,Karamjeet
अमरजीत,Amarjeet
राम नारायण,Ram Narayan
महिन्द्र सिंह,Mahindra Singh
दोरिश,Dorish
सुरिंद्र कौर,Surinder Kaur
सुखबीर सिंह,Sukbir Singh
नितिन,Nitin
हरबंस लाल,Harbans Lal
रामो देवी,Ramo Devi
राजिन्ट्र कुमार शर्मा,Rajinder Kumar Sharma
सन्‍्तोष शर्मी,Santosh Sharma
बलंविंद्र कौर,Balvinder Kaur
